family,variant,config,tf,asset,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict,stop_pct,target_pct,trades_yr,osc,k,tmult,M,N_pct,gate,max_wait,ext_thresh,W,config_name,vmult,hold_days,disp_mult,tgt_tag,H,direction
D-sweep,before,k5 SWEEP-ENTRY(naive) tgt3x hold7d,4h,BTC,5,64.627,60.0,3.23,-0.78,2,42.7468,50.0,0.85,-0.62,0.0,12.0,INSUFFICIENT-SAMPLE,0.5071281075481471,1.5213843226444412,1.4,,5.0,3.0,,,,,,,,,7.0,,,,
D-sweep,after,k5 SWEEP-MSS-DISPLACEMENT disp1.5x wait20 tgt=2xstop,4h,BTC,2,-96.1148,50.0,-1.92,-5.64,0,0.0,0.0,0.0,0.0,42.0,42.0,FAIL,2.5044367105127616,5.008873421025523,0.4,,5.0,,,,,20.0,,,,,,1.5,2xstop,,
D-sweep,after,k5 SWEEP-MSS-DISPLACEMENT disp1.5x wait20 tgt=3xstop,4h,BTC,2,-96.1148,50.0,-1.92,-5.64,0,0.0,0.0,0.0,0.0,42.0,42.0,FAIL,2.5044367105127616,7.513310131538285,0.4,,5.0,,,,,20.0,,,,,,1.5,3xstop,,
D-sweep,after,k5 SWEEP-MSS-DISPLACEMENT disp1.5x wait20 tgt=pool,4h,BTC,2,83.358,100.0,1.67,-1.85,0,0.0,0.0,0.0,0.0,12.0,12.0,FAIL,2.5044367105127616,0.8705708991811217,0.4,,5.0,,,,,20.0,,,,,,1.5,pool,,
D-sweep,after,k5 SWEEP-MSS-DISPLACEMENT disp2.0x wait20 tgt=2xstop,4h,BTC,2,-126.6046,50.0,-2.53,-5.05,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,3.1157859667690584,6.231571933538117,0.4,,5.0,,,,,20.0,,,,,,2.0,2xstop,,
D-sweep,after,k5 SWEEP-MSS-DISPLACEMENT disp2.0x wait20 tgt=3xstop,4h,BTC,2,-126.6046,50.0,-2.53,-5.05,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,3.1157859667690584,9.347357900307175,0.4,,5.0,,,,,20.0,,,,,,2.0,3xstop,,
D-sweep,after,k5 SWEEP-MSS-DISPLACEMENT disp2.0x wait20 tgt=pool,4h,BTC,2,-92.7758,50.0,-1.86,-5.05,0,0.0,0.0,0.0,0.0,30.0,30.0,FAIL,3.1157859667690584,1.4950521571003201,0.4,,5.0,,,,,20.0,,,,,,2.0,pool,,
D-sweep,before,k8 SWEEP-ENTRY(naive) tgt2x hold3d,4h,BTC,3,-8.6816,33.33,-0.26,-1.37,1,111.8687,100.0,1.12,0.0,4.0,3.0,FAIL,0.5799166487495779,1.1598332974991559,0.8,,8.0,2.0,,,,,,,,,3.0,,,,
D-sweep,before,k8 SWEEP-ENTRY(naive) tgt2x hold7d,4h,BTC,3,-8.6816,33.33,-0.26,-1.37,1,111.8687,100.0,1.12,0.0,4.0,3.0,FAIL,0.5799166487495779,1.1598332974991559,0.8,,8.0,2.0,,,,,,,,,7.0,,,,
D-sweep,before,k8 SWEEP-ENTRY(naive) tgt3x hold3d,4h,BTC,3,10.388,33.33,0.31,-1.37,1,-70.5658,0.0,-0.71,-1.59,4.0,9.0,FAIL,0.5799166487495779,1.7397499462487338,0.8,,8.0,3.0,,,,,,,,,3.0,,,,
D-sweep,before,k8 SWEEP-ENTRY(naive) tgt3x hold7d,4h,BTC,3,10.388,33.33,0.31,-1.37,1,-70.5658,0.0,-0.71,-1.59,4.0,9.0,FAIL,0.5799166487495779,1.7397499462487338,0.8,,8.0,3.0,,,,,,,,,7.0,,,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp1.5x wait10 tgt=2xstop,4h,BTC,1,-127.6799,0.0,-1.28,-2.32,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,4.0,8.0,0.2,,8.0,,,,,10.0,,,,,,1.5,2xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp1.5x wait10 tgt=3xstop,4h,BTC,1,-127.6799,0.0,-1.28,-2.32,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,4.0,12.0,0.2,,8.0,,,,,10.0,,,,,,1.5,3xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp1.5x wait10 tgt=pool,4h,BTC,1,-127.6799,0.0,-1.28,-2.32,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,4.0,1.0448645446221791,0.2,,8.0,,,,,10.0,,,,,,1.5,pool,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp1.5x wait20 tgt=2xstop,4h,BTC,1,-129.8974,0.0,-1.3,-2.32,0,0.0,0.0,0.0,0.0,48.0,48.0,FAIL,4.0,8.0,0.2,,8.0,,,,,20.0,,,,,,1.5,2xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp1.5x wait20 tgt=3xstop,4h,BTC,1,-129.8974,0.0,-1.3,-2.32,0,0.0,0.0,0.0,0.0,48.0,48.0,FAIL,4.0,12.0,0.2,,8.0,,,,,20.0,,,,,,1.5,3xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp1.5x wait20 tgt=pool,4h,BTC,1,-129.8974,0.0,-1.3,-2.32,0,0.0,0.0,0.0,0.0,48.0,48.0,FAIL,4.0,1.0448645446221791,0.2,,8.0,,,,,20.0,,,,,,1.5,pool,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp2.0x wait10 tgt=2xstop,4h,BTC,1,-127.6799,0.0,-1.28,-2.32,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,4.0,8.0,0.2,,8.0,,,,,10.0,,,,,,2.0,2xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp2.0x wait10 tgt=3xstop,4h,BTC,1,-127.6799,0.0,-1.28,-2.32,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,4.0,12.0,0.2,,8.0,,,,,10.0,,,,,,2.0,3xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp2.0x wait10 tgt=pool,4h,BTC,1,-127.6799,0.0,-1.28,-2.32,0,0.0,0.0,0.0,0.0,40.0,40.0,FAIL,4.0,1.0448645446221791,0.2,,8.0,,,,,10.0,,,,,,2.0,pool,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp2.0x wait20 tgt=2xstop,4h,BTC,1,-129.8974,0.0,-1.3,-2.32,0,0.0,0.0,0.0,0.0,48.0,48.0,FAIL,4.0,8.0,0.2,,8.0,,,,,20.0,,,,,,2.0,2xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp2.0x wait20 tgt=3xstop,4h,BTC,1,-129.8974,0.0,-1.3,-2.32,0,0.0,0.0,0.0,0.0,48.0,48.0,FAIL,4.0,12.0,0.2,,8.0,,,,,20.0,,,,,,2.0,3xstop,,
D-sweep,after,k8 SWEEP-MSS-DISPLACEMENT disp2.0x wait20 tgt=pool,4h,BTC,1,-129.8974,0.0,-1.3,-2.32,0,0.0,0.0,0.0,0.0,48.0,48.0,FAIL,4.0,1.0448645446221791,0.2,,8.0,,,,,20.0,,,,,,2.0,pool,,
E-orb,before,H4h long before tgt1.5xrange,15m,BTC,883,4.6947,44.73,41.45,-46.52,308,-6.5082,43.51,-20.05,-29.94,7.75,9.86943744752309,FAIL,1.4877013644868342,2.2315520467302514,235.2,,,1.5,,,,,,,,,,,,4.0,long
E-orb,before,H4h long before tgt2.5xrange,15m,BTC,883,7.0392,40.09,62.16,-57.81,308,-0.4048,41.56,-1.25,-27.66,12.0,11.936607892527288,FAIL,1.4877013644868342,3.7192534112170854,235.2,,,2.5,,,,,,,,,,,,4.0,long
E-orb,before,H4h short before tgt1.5xrange,15m,BTC,847,-5.3342,40.85,-45.18,-49.18,293,-4.0084,44.37,-11.74,-31.2,8.5,10.182236842105263,FAIL,1.4877013644868342,2.2315520467302514,225.1,,,1.5,,,,,,,,,,,,4.0,short
E-orb,before,H4h short before tgt2.5xrange,15m,BTC,847,-5.4329,36.13,-46.02,-52.72,293,0.0457,41.3,0.13,-35.2,12.0,11.961184210526316,FAIL,1.4877013644868342,3.7192534112170854,225.1,,,2.5,,,,,,,,,,,,4.0,short
E-orb,after,H4h long after tgt1.5xrange,15m,BTC,762,5.3419,44.75,40.71,-47.98,252,10.6629,49.21,26.87,-21.9,8.25,10.020216962524655,SURVIVOR,1.4877013644868342,2.2315520467302514,200.2,,,1.5,,,,,,,,,,,,4.0,long
E-orb,after,H4h long after tgt2.5xrange,15m,BTC,762,17.9647,41.34,136.89,-56.02,252,21.5683,46.03,54.35,-23.18,13.25,12.147189349112425,SURVIVOR,1.4877013644868342,3.7192534112170854,200.2,,,2.5,,,,,,,,,,,,4.0,long
E-orb,after,H4h short after tgt1.5xrange,15m,BTC,698,-4.2003,41.4,-29.32,-35.25,244,-11.9928,40.98,-29.26,-39.56,8.25,10.164543524416136,FAIL,1.4877013644868342,2.2315520467302514,186.0,,,1.5,,,,,,,,,,,,4.0,short
E-orb,after,H4h short after tgt2.5xrange,15m,BTC,698,-4.3253,36.68,-30.19,-41.24,244,-9.5611,38.11,-23.33,-33.1,12.5,12.016454352441613,FAIL,1.4877013644868342,3.7192534112170854,186.0,,,2.5,,,,,,,,,,,,4.0,short
E-orb,before,H8h long before tgt1.5xrange,15m,BTC,776,11.3207,44.97,87.85,-60.55,276,-4.1622,42.75,-11.49,-35.87,10.75,9.900665399239545,FAIL,1.7,2.9670329670329667,207.7,,,1.5,,,,,,,,,,,,8.0,long
E-orb,before,H8h long before tgt2.5xrange,15m,BTC,776,14.5628,43.04,113.01,-64.86,276,-7.6834,41.67,-21.21,-38.24,16.0,11.233127376425855,FAIL,1.7,4.945054945054944,207.7,,,2.5,,,,,,,,,,,,8.0,long
E-orb,before,H8h short before tgt1.5xrange,15m,BTC,729,-6.146,39.37,-44.8,-56.94,264,-11.0588,42.05,-29.2,-44.74,11.0,9.961480362537765,FAIL,1.7,2.9670329670329667,196.1,,,1.5,,,,,,,,,,,,8.0,short
E-orb,before,H8h short before tgt2.5xrange,15m,BTC,729,-6.2984,37.31,-45.92,-52.33,264,-11.4505,40.91,-30.23,-46.0,16.0,11.09264853977845,FAIL,1.7,4.945054945054944,196.1,,,2.5,,,,,,,,,,,,8.0,short
E-orb,after,H8h long after tgt1.5xrange,15m,BTC,650,6.1418,43.08,39.92,-54.39,224,9.2302,45.54,20.68,-18.48,11.75,10.12070938215103,SURVIVOR,1.7,2.9670329670329667,172.6,,,1.5,,,,,,,,,,,,8.0,long
E-orb,after,H8h long after tgt2.5xrange,15m,BTC,650,15.1485,42.0,98.47,-58.28,224,-0.5158,44.2,-1.16,-25.45,16.0,11.48741418764302,FAIL,1.7,4.945054945054944,172.6,,,2.5,,,,,,,,,,,,8.0,long
E-orb,after,H8h short after tgt1.5xrange,15m,BTC,569,-1.7897,39.89,-10.18,-36.23,212,-14.0445,40.57,-29.77,-40.25,12.0,10.121959026888604,FAIL,1.7,2.9670329670329667,154.2,,,1.5,,,,,,,,,,,,8.0,short
E-orb,after,H8h short after tgt2.5xrange,15m,BTC,569,-2.6399,37.43,-15.02,-30.68,212,-18.215,39.15,-38.62,-49.71,16.0,11.22439180537772,FAIL,1.7,4.945054945054944,154.2,,,2.5,,,,,,,,,,,,8.0,short
E-orb,before,H4h long before tgt1.5xrange,1h,BTC,815,-2.1428,43.31,-17.46,-69.37,286,-7.1485,42.66,-20.44,-33.15,8.0,9.864668483197093,FAIL,1.4877013644868342,2.2315520467302514,217.4,,,1.5,,,,,,,,,,,,4.0,long
E-orb,before,H4h long before tgt2.5xrange,1h,BTC,815,1.584,39.26,12.91,-77.32,286,1.6637,40.21,4.76,-23.15,13.0,11.851952770208902,SURVIVOR,1.4877013644868342,3.7192534112170854,217.4,,,2.5,,,,,,,,,,,,4.0,long
E-orb,before,H4h short before tgt1.5xrange,1h,BTC,780,-7.6764,39.62,-59.88,-63.69,262,-3.2466,45.42,-8.51,-30.21,8.0,9.984644913627639,FAIL,1.4877013644868342,2.2315520467302514,205.8,,,1.5,,,,,,,,,,,,4.0,short
E-orb,before,H4h short before tgt2.5xrange,1h,BTC,780,-7.4126,35.0,-57.82,-60.96,262,1.5839,42.37,4.15,-29.79,11.5,11.728406909788868,FAIL,1.4877013644868342,3.7192534112170854,205.8,,,2.5,,,,,,,,,,,,4.0,short
E-orb,after,H4h long after tgt1.5xrange,1h,BTC,511,7.341,45.79,37.51,-43.4,162,7.986,48.15,12.94,-18.53,8.0,9.572065378900446,SURVIVOR,1.4877013644868342,2.2315520467302514,132.9,,,1.5,,,,,,,,,,,,4.0,long
E-orb,after,H4h long after tgt2.5xrange,1h,BTC,511,31.2318,42.47,159.59,-39.83,162,22.4957,45.06,36.44,-17.85,12.0,11.701337295690935,SURVIVOR,1.4877013644868342,3.7192534112170854,132.9,,,2.5,,,,,,,,,,,,4.0,long
E-orb,after,H4h short after tgt1.5xrange,1h,BTC,456,-10.0739,38.16,-45.94,-55.44,174,-4.6527,44.83,-8.1,-27.69,7.0,9.284126984126985,FAIL,1.4877013644868342,2.2315520467302514,124.4,,,1.5,,,,,,,,,,,,4.0,short
E-orb,after,H4h short after tgt2.5xrange,1h,BTC,456,-12.5341,33.11,-57.16,-64.74,174,9.7514,41.95,16.97,-25.23,10.0,11.228571428571428,FAIL,1.4877013644868342,3.7192534112170854,124.4,,,2.5,,,,,,,,,,,,4.0,short
E-orb,before,H8h long before tgt1.5xrange,1h,BTC,717,3.6156,42.4,25.92,-63.88,252,-9.1521,42.46,-23.06,-40.2,11.0,9.962848297213622,FAIL,1.7,2.9670329670329667,191.3,,,1.5,,,,,,,,,,,,8.0,long
E-orb,before,H8h long before tgt2.5xrange,1h,BTC,717,3.259,40.59,23.37,-69.54,252,-13.4597,41.27,-33.92,-47.54,16.0,11.238390092879257,FAIL,1.7,4.945054945054944,191.3,,,2.5,,,,,,,,,,,,8.0,long
E-orb,before,H8h short before tgt1.5xrange,1h,BTC,660,-6.6474,39.39,-43.87,-48.24,231,-4.9503,45.02,-11.44,-30.99,12.0,10.0662177328844,FAIL,1.7,2.9670329670329667,175.9,,,1.5,,,,,,,,,,,,8.0,short
E-orb,before,H8h short before tgt2.5xrange,1h,BTC,660,-6.7915,37.42,-44.82,-50.96,231,-6.5053,43.72,-15.03,-36.59,16.0,11.148148148148149,FAIL,1.7,4.945054945054944,175.9,,,2.5,,,,,,,,,,,,8.0,short
E-orb,after,H8h long after tgt1.5xrange,1h,BTC,452,2.3148,42.48,10.46,-40.91,141,26.1754,49.65,36.91,-14.04,11.0,9.861720067453625,SURVIVOR,1.7,2.9670329670329667,117.1,,,1.5,,,,,,,,,,,,8.0,long
E-orb,after,H8h long after tgt2.5xrange,1h,BTC,452,16.4903,41.59,74.54,-37.35,141,13.1338,48.23,18.52,-15.53,16.0,11.236087689713322,SURVIVOR,1.7,4.945054945054944,117.1,,,2.5,,,,,,,,,,,,8.0,long
E-orb,after,H8h short after tgt1.5xrange,1h,BTC,356,-9.2622,38.76,-32.97,-47.81,153,0.3742,44.44,0.57,-21.74,9.0,9.115913555992142,FAIL,1.7,2.9670329670329667,100.5,,,1.5,,,,,,,,,,,,8.0,short
E-orb,after,H8h short after tgt2.5xrange,1h,BTC,356,-13.1879,35.96,-46.95,-53.31,153,-14.5001,41.18,-22.19,-33.96,14.0,10.536345776031434,FAIL,1.7,4.945054945054944,100.5,,,2.5,,,,,,,,,,,,8.0,short
A-divergence,after-all3,[ETH replay] RSI14 k8 regular after-all3 tgt2x,1h,ETH,36,-43.1743,36.11,-15.54,-22.45,12,-153.5336,41.67,-18.42,-23.14,40.0,51.583333333333336,FAIL,4.0,8.0,11.2,RSI14,8.0,2.0,100.0,1.0,all3,30.0,3.0,,,,,,,,
A-divergence,after-confirm,[ETH replay] RSI14 k8 regular after-confirm tgt3x,1h,ETH,81,-0.1705,38.27,-0.14,-35.65,25,4.7148,36.0,1.18,-27.2,57.5,56.113207547169814,FAIL,4.0,12.0,24.7,RSI14,8.0,3.0,,,confirm,10.0,,,,,,,,,
A-divergence,after-all3,[ETH replay] RSI14 k8 regular after-all3 tgt3x,1h,ETH,36,5.9459,36.11,2.14,-22.45,12,-153.5336,41.67,-18.42,-23.14,50.5,56.333333333333336,FAIL,4.0,12.0,11.2,RSI14,8.0,3.0,100.0,1.0,all3,30.0,3.0,,,,,,,,
A-divergence,after-confirm,[ETH replay] MACDhist k5 regular after-confirm tgt3x,1h,ETH,161,37.1711,41.61,59.85,-38.75,51,-85.7372,23.53,-43.73,-58.81,58.0,56.52358490566038,FAIL,3.991355176992264,11.974065530976791,49.4,MACDhist,5.0,3.0,,,confirm,30.0,,,,,,,,,
A-divergence,before,[ETH replay] MACDhist k8 regular before tgt2x,1h,ETH,188,-31.5127,29.79,-59.24,-65.22,65,69.7806,46.15,45.36,-26.74,16.0,27.276679841897234,FAIL,2.2720673945499943,4.544134789099989,59.0,MACDhist,8.0,2.0,,,none,,,,,,,,,,
A-divergence,after-all3,[ETH replay] MACDhist k8 regular after-all3 tgt2x,1h,ETH,78,-51.0833,37.18,-39.84,-41.22,28,-136.9443,28.57,-38.34,-44.46,37.5,48.66981132075472,FAIL,4.0,8.0,24.7,MACDhist,8.0,2.0,100.0,1.0,all3,30.0,2.0,,,,,,,,
A-divergence,after-all3,[ETH replay] MACDhist k8 regular after-all3 tgt2x,1h,ETH,50,-46.2126,38.0,-23.11,-29.47,17,-146.5266,35.29,-24.91,-32.37,37.0,47.32835820895522,FAIL,4.0,8.0,15.6,MACDhist,8.0,2.0,100.0,1.0,all3,30.0,3.0,,,,,,,,
A-divergence,before,[ETH replay] MACDhist k8 regular before tgt3x,1h,ETH,188,-19.8894,27.13,-37.39,-56.88,65,93.3779,40.0,60.7,-28.32,20.0,32.27272727272727,FAIL,2.2720673945499943,6.816202183649983,59.0,MACDhist,8.0,3.0,,,none,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,177,-18.5631,27.12,-32.86,-56.11,65,77.6849,38.46,50.5,-27.32,21.0,31.863636363636363,FAIL,2.1635211564173606,6.490563469252082,56.4,MACDhist,8.0,3.0,50.0,0.5,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,181,-22.647,26.52,-40.99,-61.74,65,96.0791,40.0,62.45,-27.76,20.0,32.36991869918699,FAIL,2.2099309854187346,6.629792956256203,57.4,MACDhist,8.0,3.0,50.0,1.0,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,181,-25.5104,25.97,-46.17,-65.2,65,91.6741,40.0,59.59,-27.93,20.0,32.5,FAIL,2.2269896440866406,6.680968932259922,57.4,MACDhist,8.0,3.0,50.0,2.0,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,175,-19.9976,26.86,-35.0,-55.4,65,77.6151,38.46,50.45,-27.29,20.5,31.8,FAIL,2.161066344933389,6.483199034800167,56.0,MACDhist,8.0,3.0,100.0,0.5,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,179,-21.1035,26.82,-37.78,-59.28,65,96.0759,40.0,62.45,-27.76,20.0,32.10655737704918,FAIL,2.2098542330802036,6.62956269924061,56.9,MACDhist,8.0,3.0,100.0,1.0,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,180,-25.0255,26.11,-45.05,-61.13,65,91.6882,40.0,59.6,-27.94,20.0,32.29795918367347,FAIL,2.227415182816795,6.6822455484503855,57.1,MACDhist,8.0,3.0,100.0,2.0,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,176,-24.7135,26.14,-43.5,-58.15,65,78.519,38.46,51.04,-27.53,20.0,32.016597510373444,FAIL,2.1857770943736483,6.557331283120945,56.2,MACDhist,8.0,3.0,200.0,1.0,level,,,,,,,,,,
A-divergence,after-level,[ETH replay] MACDhist k8 regular after-level tgt3x,1h,ETH,178,-23.5191,26.4,-41.86,-59.66,65,78.998,38.46,51.35,-27.66,20.0,31.967078189300413,FAIL,2.1992045213035425,6.5976135639106275,56.7,MACDhist,8.0,3.0,200.0,2.0,level,,,,,,,,,,
A-divergence,after-all3,[ETH replay] MACDhist k8 regular after-all3 tgt3x,1h,ETH,78,-32.4867,35.9,-25.34,-36.65,28,-120.2906,28.57,-33.68,-42.35,48.5,53.509433962264154,FAIL,4.0,12.0,24.7,MACDhist,8.0,3.0,100.0,1.0,all3,30.0,2.0,,,,,,,,
A-divergence,after-all3,[ETH replay] MACDhist k8 regular after-all3 tgt3x,1h,ETH,50,1.0345,38.0,0.52,-29.47,17,-130.16,35.29,-22.13,-31.02,40.0,51.40298507462686,FAIL,4.0,12.0,15.6,MACDhist,8.0,3.0,100.0,1.0,all3,30.0,3.0,,,,,,,,
A-divergence,after-confirm,[ETH replay] RSI14 k5 regular after-confirm tgt2x,4h,ETH,45,25.2765,44.44,11.37,-22.39,8,-242.2534,25.0,-19.38,-20.86,36.0,48.60377358490566,FAIL,4.0,8.0,12.4,RSI14,5.0,2.0,,,confirm,10.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] RSI14 k5 regular after-confirm tgt2x,4h,ETH,57,50.1784,49.12,28.6,-20.95,18,-40.7526,38.89,-7.34,-19.11,40.0,52.74666666666667,FAIL,4.0,8.0,17.5,RSI14,5.0,2.0,,,confirm,30.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] RSI14 k5 regular after-confirm tgt3x,4h,ETH,45,46.8235,44.44,21.07,-22.39,8,-242.2534,25.0,-19.38,-20.86,52.0,55.094339622641506,FAIL,4.0,12.0,12.4,RSI14,5.0,3.0,,,confirm,10.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] RSI14 k5 regular after-confirm tgt3x,4h,ETH,57,69.637,49.12,39.69,-20.95,18,-28.8041,38.89,-5.18,-20.57,68.0,58.666666666666664,FAIL,4.0,12.0,17.5,RSI14,5.0,3.0,,,confirm,30.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] MACDhist k5 regular after-confirm tgt2x,4h,ETH,52,122.1209,55.77,63.5,-22.39,13,-38.6148,30.77,-5.02,-22.27,52.0,54.33846153846154,FAIL,4.0,8.0,15.2,MACDhist,5.0,2.0,,,confirm,10.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] MACDhist k5 regular after-confirm tgt3x,4h,ETH,52,185.8479,55.77,96.64,-22.39,13,45.3992,30.77,5.9,-22.27,72.0,60.06153846153846,SURVIVOR,4.0,12.0,15.2,MACDhist,5.0,3.0,,,confirm,10.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] MACDhist k5 regular after-confirm tgt3x,4h,ETH,71,94.058,50.7,66.78,-29.9,23,62.8835,39.13,14.46,-17.68,76.0,61.91489361702128,SURVIVOR,4.0,12.0,21.9,MACDhist,5.0,3.0,,,confirm,30.0,,,,,,,,,
A-divergence,after-all3,[ETH replay] MACDhist k5 regular after-all3 tgt3x,4h,ETH,28,103.9675,53.57,29.11,-16.37,15,-2.6211,40.0,-0.39,-13.89,76.0,63.627906976744185,FAIL,4.0,12.0,10.0,MACDhist,5.0,3.0,100.0,1.0,all3,30.0,2.0,,,,,,,,
A-divergence,after-confirm,[ETH replay] MACDhist k8 regular after-confirm tgt2x,4h,ETH,34,8.0813,47.06,2.75,-22.68,13,-14.7305,38.46,-1.91,-19.54,52.0,53.787234042553195,FAIL,4.0,8.0,11.0,MACDhist,8.0,2.0,,,confirm,10.0,,,,,,,,,
A-divergence,after-confirm,[ETH replay] MACDhist k8 regular after-confirm tgt3x,4h,ETH,34,12.8243,44.12,4.36,-25.31,13,71.9086,38.46,9.35,-19.54,60.0,59.40425531914894,SURVIVOR,4.0,12.0,11.0,MACDhist,8.0,3.0,,,confirm,10.0,,,,,,,,,
C-breakout,before,[ETH replay] Bollinger breakout 20/2.5 before vmult=None,1h,ETH,667,33.4345,38.38,223.01,-36.28,210,17.3801,37.62,36.5,-26.03,15.0,16.615735461801595,SURVIVOR,,,204.5,,,,,,,,,,Bollinger breakout 20/2.5,,,,,,
C-breakout,after,[ETH replay] Bollinger breakout 20/2.5 after vmult=1.2,1h,ETH,647,39.5859,38.95,256.12,-36.28,195,26.0124,37.95,50.72,-22.65,15.0,16.81472684085511,SURVIVOR,,,196.4,,,,,,,,,,Bollinger breakout 20/2.5,1.2,,,,,
C-breakout,after,[ETH replay] Bollinger breakout 20/2.5 after vmult=1.5,1h,ETH,607,61.2632,40.03,371.87,-34.43,179,18.1535,37.43,32.49,-22.87,16.0,16.998727735368956,SURVIVOR,,,183.3,,,,,,,,,,Bollinger breakout 20/2.5,1.5,,,,,
C-breakout,before,[ETH replay] BB-in-KC squeeze release BB20/2 KC20/1.5 before vmult=None,1h,ETH,665,2.7028,33.23,17.97,-57.63,248,-7.5467,33.06,-18.72,-43.21,11.0,13.866374589266156,FAIL,,,212.9,,,,,,,,,,BB-in-KC squeeze release BB20/2 KC20/1.5,,,,,,
C-breakout,after,[ETH replay] BB-in-KC squeeze release BB20/2 KC20/1.5 after vmult=1.2,1h,ETH,367,9.3663,36.51,34.37,-41.21,129,4.0366,36.43,5.21,-29.79,15.0,15.758064516129032,SURVIVOR,,,115.7,,,,,,,,,,BB-in-KC squeeze release BB20/2 KC20/1.5,1.2,,,,,
E-orb,after,[ETH replay] ORB H4h long after,15m,ETH,649,8.7173,43.14,56.58,-30.23,205,-13.8856,40.0,-28.47,-29.01,8.0,10.055327868852459,FAIL,1.7,2.8619909502262395,199.2,,,1.5,,,,,,,,,,,,4.0,long
E-orb,after,[ETH replay] ORB H4h long after,15m,ETH,649,20.1831,39.91,130.99,-29.81,205,-15.1215,36.59,-31.0,-36.75,12.25,11.964578454332553,FAIL,1.7,4.7699849170437325,199.2,,,2.5,,,,,,,,,,,,4.0,long
E-orb,after,[ETH replay] ORB H8h long after,15m,ETH,562,8.9492,41.28,50.29,-32.9,174,-18.4109,37.36,-32.03,-33.62,9.125,9.479959239130435,FAIL,1.7,3.6444444444444444,171.7,,,1.5,,,,,,,,,,,,8.0,long
E-orb,before,[ETH replay] ORB H4h long before,1h,ETH,703,-2.2143,37.13,-15.57,-46.72,224,-18.6065,35.27,-41.68,-48.61,11.0,11.607335490830636,FAIL,1.7,4.7699849170437325,216.2,,,2.5,,,,,,,,,,,,4.0,long
E-orb,after,[ETH replay] ORB H4h long after,1h,ETH,453,-2.1086,41.5,-9.55,-31.26,143,-13.1596,39.86,-18.82,-24.65,8.0,9.640939597315436,FAIL,1.7,2.8619909502262395,139.0,,,1.5,,,,,,,,,,,,4.0,long
E-orb,after,[ETH replay] ORB H4h long after,1h,ETH,453,12.9118,39.07,58.49,-24.26,143,-22.3769,35.66,-32.0,-34.45,11.0,11.463087248322148,FAIL,1.7,4.7699849170437325,139.0,,,2.5,,,,,,,,,,,,4.0,long
E-orb,after,[ETH replay] ORB H8h long after,1h,ETH,386,-0.6133,40.67,-2.37,-30.91,115,-11.8024,37.39,-13.57,-22.93,9.0,9.085828343313374,FAIL,1.7,3.6444444444444444,116.8,,,1.5,,,,,,,,,,,,8.0,long
E-orb,after,[ETH replay] ORB H8h long after,1h,ETH,386,13.4497,40.16,51.92,-34.3,115,-13.7417,36.52,-15.8,-26.48,12.0,10.031936127744512,FAIL,1.7,6.074074074074074,116.8,,,2.5,,,,,,,,,,,,8.0,long
