family,config,tf,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict,oscillator,k,flavor,buffer_pct,stop_pct,target_pct,max_hold_h,filter_name,exit_n,setup,trigger,level,cost_bps_per_trade,clears_9bps_floor
1-divergence,RSI14 k5 regular buf0.15% tgt2x hold48h,1h,312,-5.860990165767254,39.743589743589745,-18.286289317193827,-46.32351668807991,109,-9.610726472943915,36.69724770642202,-10.475691855508861,-16.202096259328126,15.0,20.71496437054632,FAIL,RSI14,5.0,regular,0.15,1.7207943157229815,3.441588631445963,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt2x hold96h,1h,218,-10.239586705663967,35.321100917431195,-22.322299018347447,-44.44647673614908,73,-14.547570041751971,32.87671232876712,-10.619726130478934,-19.931442045873094,17.0,27.302405498281786,FAIL,RSI14,5.0,regular,0.15,1.7207943157229815,3.441588631445963,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt3x hold48h,1h,312,-12.564500043846232,34.294871794871796,-39.201240136800244,-58.94594204533175,109,-16.762493001509945,33.02752293577982,-18.27111737164584,-20.60998684819781,20.0,24.204275534441805,FAIL,RSI14,5.0,regular,0.15,1.7207943157229815,5.162382947168944,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt3x hold96h,1h,218,-19.245732715205698,27.06422018348624,-41.95569731914842,-54.67006055255482,73,-4.258815464623395,27.397260273972602,-3.1089352891750743,-24.03122881564224,23.0,33.07560137457045,FAIL,RSI14,5.0,regular,0.15,1.7207943157229815,5.162382947168944,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt2x hold48h,1h,312,-4.460016953599395,41.02564102564102,-13.915252895230113,-39.473316103957245,109,-19.711227760607255,35.77981651376147,-21.485238259061912,-21.485238259061905,19.0,22.79334916864608,FAIL,RSI14,5.0,regular,0.35,1.9207943157229814,3.841588631445963,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt2x hold96h,1h,218,-2.181304007340968,37.61467889908257,-4.755242736003307,-31.43668220719991,73,-13.883181309963183,32.87671232876712,-10.134722356273118,-21.22405710833801,20.0,29.97938144329897,FAIL,RSI14,5.0,regular,0.35,1.9207943157229814,3.841588631445963,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt3x hold48h,1h,312,-16.441280835156814,35.57692307692308,-51.296796205689255,-65.01096200278415,109,-32.77283977126585,31.19266055045872,-35.72239535067978,-35.72239535067978,26.0,26.81472684085511,FAIL,RSI14,5.0,regular,0.35,1.9207943157229814,5.762382947168945,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt3x hold96h,1h,218,-21.36426368706859,27.981651376146786,-46.57409483780952,-56.76132427082495,73,-8.637086991122612,27.397260273972602,-6.305073503519509,-24.92435569477133,27.0,37.233676975945016,FAIL,RSI14,5.0,regular,0.35,1.9207943157229814,5.762382947168945,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt2x hold48h,1h,245,-3.725527101193453,37.142857142857146,-9.127541397923956,-26.385997642949473,82,8.738600549997566,39.02439024390244,7.165652450998006,-9.899450656671977,6.0,10.944954128440367,FAIL,RSI14,5.0,hidden,0.15,1.0808506902448234,2.1617013804896468,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt2x hold96h,1h,179,2.16630873019923,37.43016759776536,3.877692627056617,-20.70697037308163,61,15.48253632459574,40.98360655737705,9.444347158003396,-6.671781486691379,6.0,11.295833333333333,SURVIVOR,RSI14,5.0,hidden,0.15,1.0808506902448234,2.1617013804896468,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt3x hold48h,1h,245,-1.3714019269374205,31.428571428571427,-3.3599347209966823,-24.84352434826253,82,16.398624818615534,32.926829268292686,13.446872351264737,-12.82706882633778,8.0,14.241590214067278,FAIL,RSI14,5.0,hidden,0.15,1.0808506902448234,3.24255207073447,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt3x hold96h,1h,179,2.3579028670241384,29.608938547486037,4.220646131973216,-24.15970293715249,61,7.460476245611449,29.508196721311474,4.55089050982298,-13.373222730284013,8.0,16.504166666666666,SURVIVOR,RSI14,5.0,hidden,0.15,1.0808506902448234,3.24255207073447,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt2x hold48h,1h,245,-1.945183272970618,37.95918367346939,-4.7656990187780135,-31.347717506247463,82,3.258313103925502,36.58536585365854,2.6718167452189023,-13.180555364870836,9.0,14.134556574923547,FAIL,RSI14,5.0,hidden,0.35,1.2808506902448233,2.5617013804896467,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt2x hold96h,1h,179,0.2121145019836703,36.87150837988827,0.37968495855076334,-23.79825560000511,61,5.686660317727669,37.704918032786885,3.468862793813887,-14.022645045283927,8.0,14.954166666666667,SURVIVOR,RSI14,5.0,hidden,0.35,1.2808506902448233,2.5617013804896467,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt3x hold48h,1h,245,-0.7950671573609354,33.06122448979592,-1.9479145355342897,-31.908792340743236,82,-4.532632290023396,29.268292682926827,-3.716758477819182,-26.207678170807792,12.0,17.798165137614678,FAIL,RSI14,5.0,hidden,0.35,1.2808506902448233,3.8425520707344702,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt3x hold96h,1h,179,-2.4649377847206004,29.608938547486037,-4.412238634649879,-31.702861316044295,61,1.3559500240737745,27.86885245901639,0.8271295146849988,-22.809768551814656,11.5,21.179166666666667,FAIL,RSI14,5.0,hidden,0.35,1.2808506902448233,3.8425520707344702,96.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.15% tgt2x hold48h,1h,260,-15.799296284754226,36.92307692307693,-41.078170340360984,-43.88367108339068,89,-38.34362019422138,33.70786516853933,-34.125821972857025,-37.38709117084448,21.0,24.607449856733524,FAIL,RSI14,8.0,regular,0.15,1.965407038603896,3.930814077207792,48.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.15% tgt2x hold96h,1h,197,-17.693414491859553,34.01015228426396,-34.856026548963314,-39.38901531414313,65,-27.569185892115275,30.76923076923077,-17.91997082987493,-30.38731591414583,23.0,34.30534351145038,FAIL,RSI14,8.0,regular,0.15,1.965407038603896,3.930814077207792,96.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.15% tgt3x hold48h,1h,260,-22.515123585937523,33.46153846153846,-58.539321323437555,-60.818931379957185,89,-41.61219230022188,31.46067415730337,-37.034851147197465,-37.38709117084448,28.0,27.851002865329512,FAIL,RSI14,8.0,regular,0.15,1.965407038603896,5.896221115811688,48.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.15% tgt3x hold96h,1h,197,-24.40478270611883,28.934010152284262,-48.0774219310541,-49.310260155763416,65,-14.045338028035033,29.230769230769234,-9.129469718222772,-30.38731591414583,29.5,41.270992366412216,FAIL,RSI14,8.0,regular,0.15,1.965407038603896,5.896221115811688,96.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.35% tgt2x hold48h,1h,260,-20.382096265657346,36.92307692307693,-52.9934502907091,-55.212430879295994,89,-33.37202144645322,35.95505617977528,-29.701099087343362,-40.38335473323904,25.0,26.95702005730659,FAIL,RSI14,8.0,regular,0.35,2.165407038603896,4.330814077207792,48.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.35% tgt2x hold96h,1h,197,-19.517706905517745,35.025380710659896,-38.44988260386996,-45.88597252975502,65,-13.166146262916271,33.84615384615385,-8.557995070895574,-32.89950821109041,29.0,39.030534351145036,FAIL,RSI14,8.0,regular,0.35,2.165407038603896,4.330814077207792,96.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.35% tgt3x hold48h,1h,260,-23.902333236643358,34.23076923076923,-62.14606641527273,-64.18563742009093,89,-34.36926218062382,34.831460674157306,-30.588643340755194,-40.38335473323904,33.0,29.902578796561606,FAIL,RSI14,8.0,regular,0.35,2.165407038603896,6.4962211158116885,48.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.35% tgt3x hold96h,1h,197,-20.098870259005828,30.456852791878177,-39.594774410241484,-41.8454341034941,65,5.983567644788603,32.30769230769231,3.8893189691125984,-32.89950821109041,36.0,44.93129770992366,FAIL,RSI14,8.0,regular,0.35,2.165407038603896,6.4962211158116885,96.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.15% tgt2x hold48h,1h,195,-11.871596308451565,36.41025641025641,-23.149612801480558,-36.380243797596215,66,27.05913770221124,43.93939393939394,17.859030883459415,-14.160507229704693,15.0,19.256704980842912,FAIL,RSI14,8.0,hidden,0.15,1.6418462977774886,3.283692595554977,48.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.15% tgt2x hold96h,1h,153,-24.554291655531273,32.6797385620915,-37.56806623296285,-46.180985252896775,53,28.925772833599453,41.509433962264154,15.330659601807707,-11.66133779310592,15.0,24.485436893203882,FAIL,RSI14,8.0,hidden,0.15,1.6418462977774886,3.283692595554977,96.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.15% tgt3x hold48h,1h,195,-5.9839396132626295,33.84615384615385,-11.668682245862128,-34.84540061292225,66,66.40996989808096,42.42424242424242,43.830580132733424,-14.62876400457718,18.0,22.54022988505747,FAIL,RSI14,8.0,hidden,0.15,1.6418462977774886,4.925538893332465,48.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.15% tgt3x hold96h,1h,153,-21.69212280770676,27.450980392156865,-33.188947895791344,-49.82218924683047,53,50.38298395333996,35.84905660377358,26.702981495270173,-17.622528113615544,18.0,29.893203883495147,FAIL,RSI14,8.0,hidden,0.15,1.6418462977774886,4.925538893332465,96.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.35% tgt2x hold48h,1h,195,-9.845349878943564,37.43589743589744,-19.198432263939946,-37.74008343642434,66,31.478410103506107,43.93939393939394,20.775750668314032,-15.626745497819233,16.0,20.8544061302682,FAIL,RSI14,8.0,hidden,0.35,1.8418462977774888,3.6836925955549775,48.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.35% tgt2x hold96h,1h,153,-26.09411347419974,33.33333333333333,-39.92399361552561,-50.375691993333724,53,29.038042982788404,41.509433962264154,15.390162780877858,-16.45213879595539,16.0,27.04854368932039,FAIL,RSI14,8.0,hidden,0.35,1.8418462977774888,3.6836925955549775,96.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.35% tgt3x hold48h,1h,195,-15.681530408339482,33.33333333333333,-30.57898429626199,-51.60154358603769,66,71.33235167475281,42.42424242424242,47.079352105336845,-16.11802669121004,21.0,25.049808429118773,FAIL,RSI14,8.0,hidden,0.35,1.8418462977774888,5.525538893332467,48.0,,,,,,,
1-divergence,RSI14 k8 hidden buf0.35% tgt3x hold96h,1h,153,-29.67503022698528,28.104575163398692,-45.40279624728748,-60.75452634118227,53,41.363905022428746,35.84905660377358,21.922869661887233,-19.18065411093551,20.0,34.140776699029125,FAIL,RSI14,8.0,hidden,0.35,1.8418462977774888,5.525538893332467,96.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.15% tgt2x hold48h,1h,387,1.398856117210773,40.82687338501292,5.41357317360569,-41.284122133965745,126,-31.431823697270072,29.365079365079367,-39.604097858560294,-42.61846133847087,13.0,19.228070175438596,FAIL,MACDhist,5.0,regular,0.15,1.6129079091249905,3.225815818249981,48.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.15% tgt2x hold96h,1h,246,8.91700797396716,37.80487804878049,21.935839615959217,-25.991157861780806,83,-21.425591204296072,31.32530120481928,-17.783240699565738,-25.60485071881867,14.0,22.732522796352583,FAIL,MACDhist,5.0,regular,0.15,1.6129079091249905,3.225815818249981,96.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.15% tgt3x hold48h,1h,387,-3.2588815160428006,36.69250645994832,-12.611871467085633,-52.73192914326208,126,-30.681136656085535,27.77777777777778,-38.658232186667774,-42.05531642622216,18.0,22.69980506822612,FAIL,MACDhist,5.0,regular,0.15,1.6129079091249905,4.838723727374972,48.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.15% tgt3x hold96h,1h,246,18.675549261729977,32.113821138211385,45.94185118385574,-29.416429365414842,83,-18.418899039074937,27.710843373493976,-15.287686202432194,-23.580909341808244,18.0,29.091185410334347,FAIL,MACDhist,5.0,regular,0.15,1.6129079091249905,4.838723727374972,96.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.35% tgt2x hold48h,1h,387,4.462070320783565,42.377260981912144,17.268212141432393,-44.4637157356308,126,-30.391265544007762,31.746031746031743,-38.29299458544978,-40.443305152097146,16.0,21.25925925925926,FAIL,MACDhist,5.0,regular,0.35,1.812907909124991,3.625815818249982,48.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.35% tgt2x hold96h,1h,246,15.414546579927372,38.61788617886179,37.91978458662133,-28.857013038694184,83,-18.336403657865542,33.734939759036145,-15.2192150360284,-24.473746166807608,17.0,26.227963525835865,FAIL,MACDhist,5.0,regular,0.35,1.812907909124991,3.625815818249982,96.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.35% tgt3x hold48h,1h,387,-6.020701332557378,37.2093023255814,-23.300114156997054,-57.250433993467354,126,-35.89153322702166,29.365079365079367,-45.22333186604729,-46.35656907934364,22.0,24.769980506822613,FAIL,MACDhist,5.0,regular,0.35,1.812907909124991,5.438723727374972,48.0,,,,,,,
1-divergence,MACDhist k5 regular buf0.35% tgt3x hold96h,1h,246,12.250180035258522,31.300813008130078,30.135442886735973,-35.99992207073444,83,-19.45002561760685,28.915662650602407,-16.14352126261368,-27.445048455388342,22.0,32.577507598784194,FAIL,MACDhist,5.0,regular,0.35,1.812907909124991,5.438723727374972,96.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.15% tgt2x hold48h,1h,282,-18.718029955246305,30.49645390070922,-52.78484447379459,-54.62346981913908,97,4.051339930107752,37.11340206185567,3.9297997322045086,-17.54302547344519,6.0,11.168865435356201,FAIL,MACDhist,5.0,hidden,0.15,1.1091054212631046,2.2182108425262093,48.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.15% tgt2x hold96h,1h,205,-22.86696870584974,27.31707317073171,-46.87728584699197,-49.87343308773922,69,3.90030772876175,37.68115942028986,2.691212332845616,-19.64054465123957,7.0,12.656934306569344,FAIL,MACDhist,5.0,hidden,0.15,1.1091054212631046,2.2182108425262093,96.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.15% tgt3x hold48h,1h,282,-16.114349814687944,26.595744680851062,-45.442466477420005,-51.75395312403004,97,6.0930904773310814,29.896907216494846,5.910297763011152,-22.400919189394145,7.0,13.778364116094988,FAIL,MACDhist,5.0,hidden,0.15,1.1091054212631046,3.3273162637893137,48.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.15% tgt3x hold96h,1h,205,-22.79127399674882,21.951219512195124,-46.72211169333508,-51.292453723918854,69,12.029574421859028,30.434782608695656,8.300406351082735,-20.090043468241227,8.5,16.255474452554743,FAIL,MACDhist,5.0,hidden,0.15,1.1091054212631046,3.3273162637893137,96.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.35% tgt2x hold48h,1h,282,-16.219946060641753,32.62411347517731,-45.740247891009744,-55.309960233397945,97,-0.5193292432871662,35.051546391752574,-0.5037493659885484,-22.88614901091963,9.0,14.300791556728232,FAIL,MACDhist,5.0,hidden,0.35,1.3091054212631048,2.6182108425262096,48.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.35% tgt2x hold96h,1h,205,-22.648233516492503,28.780487804878046,-46.42887870880963,-51.34702718070115,69,-5.852587812197284,34.78260869565217,-4.038285590416124,-23.257045023496833,10.0,16.35036496350365,FAIL,MACDhist,5.0,hidden,0.35,1.3091054212631048,2.6182108425262096,96.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.35% tgt3x hold48h,1h,282,-14.56269944200281,29.432624113475175,-41.06681242644792,-53.177616734277755,97,-7.718527392145672,27.835051546391753,-7.486971570381307,-29.8560562718282,11.0,17.353562005277045,FAIL,MACDhist,5.0,hidden,0.35,1.3091054212631048,3.927316263789314,48.0,,,,,,,
1-divergence,MACDhist k5 hidden buf0.35% tgt3x hold96h,1h,205,-22.78356312254766,23.414634146341466,-46.706304401222695,-53.071737383826715,69,0.7408005332620277,27.536231884057973,0.5111523679508068,-22.07897151722447,11.0,21.193430656934307,FAIL,MACDhist,5.0,hidden,0.35,1.3091054212631048,3.927316263789314,96.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.15% tgt2x hold48h,1h,344,0.310741327796529,39.24418604651162,1.068950167620053,-33.92664912626886,115,-27.86472210468134,34.78260869565217,-32.04443042038354,-33.04319640573035,19.0,23.424836601307188,FAIL,MACDhist,8.0,regular,0.15,1.8559075982924351,3.7118151965848702,48.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.15% tgt2x hold96h,1h,228,3.998815603314166,37.719298245614034,9.117299575556292,-26.08968301363708,76,-1.507983372239754,36.84210526315789,-1.1460673629022144,-19.46849604584321,19.0,28.588815789473685,FAIL,MACDhist,8.0,regular,0.15,1.8559075982924351,3.7118151965848702,96.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.15% tgt3x hold48h,1h,344,-5.757211647705971,34.883720930232556,-19.804808068108535,-35.867504561172694,115,-30.27464884871667,32.17391304347826,-34.815846176024166,-34.815846176024166,26.0,26.655773420479303,FAIL,MACDhist,8.0,regular,0.15,1.8559075982924351,5.567722794877305,48.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.15% tgt3x hold96h,1h,228,5.204493126489133,32.45614035087719,11.866244328395226,-27.97388480556805,76,27.750674747781407,34.21052631578947,21.090512808313868,-17.52627913569107,23.5,35.54934210526316,SURVIVOR,MACDhist,8.0,regular,0.15,1.8559075982924351,5.567722794877305,96.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.35% tgt2x hold48h,1h,344,-4.341486655919198,38.662790697674424,-14.934714096362045,-38.341488231695514,115,-34.292392547481136,33.91304347826087,-39.43625142960331,-39.43625142960331,22.0,25.39433551198257,FAIL,MACDhist,8.0,regular,0.35,2.0559075982924355,4.111815196584871,48.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.35% tgt2x hold96h,1h,228,-6.178459561114698,37.280701754385966,-14.086887799341508,-26.787656376939307,76,0.1223193782443559,36.84210526315789,0.09296272746570633,-21.440503618759852,21.5,32.27302631578947,FAIL,MACDhist,8.0,regular,0.35,2.0559075982924355,4.111815196584871,96.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.35% tgt3x hold48h,1h,344,-9.581029368025707,35.174418604651166,-32.95874102600843,-45.31572981218897,115,-35.316023281426645,32.17391304347826,-40.61342677364064,-40.61342677364064,29.0,28.607843137254903,FAIL,MACDhist,8.0,regular,0.35,2.0559075982924355,6.167722794877307,48.0,,,,,,,
1-divergence,MACDhist k8 regular buf0.35% tgt3x hold96h,1h,228,-3.1265063366522394,32.01754385964912,-7.128434447567111,-38.01563850864247,76,21.279941275793686,34.21052631578947,16.17275536960321,-19.223033647543556,27.0,39.0,FAIL,MACDhist,8.0,regular,0.35,2.0559075982924355,6.167722794877307,96.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.15% tgt2x hold48h,1h,262,-23.163401668304775,30.916030534351147,-60.68811237095852,-64.4398499524778,89,69.50773275655565,50.56179775280899,61.86188215333455,-18.7364822647384,15.0,19.737891737891736,FAIL,MACDhist,8.0,hidden,0.15,1.6625732326026623,3.3251464652053246,48.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.15% tgt2x hold96h,1h,194,-31.803400610630284,27.835051546391753,-61.69859718462275,-63.622586591592146,62,64.56558633260589,46.774193548387096,40.03066352621565,-12.6518823070904,15.0,23.796875,FAIL,MACDhist,8.0,hidden,0.15,1.6625732326026623,3.3251464652053246,96.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.15% tgt3x hold48h,1h,262,-25.205945941012843,26.33587786259542,-66.03957836545365,-70.64718281527341,89,99.09255455993504,47.19101123595505,88.1923735583422,-21.225898244405343,18.0,22.54985754985755,FAIL,MACDhist,8.0,hidden,0.15,1.6625732326026623,4.987719697807987,48.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.15% tgt3x hold96h,1h,194,-33.101671562311466,22.68041237113402,-64.21724283088425,-68.22040216680901,62,114.95523485207237,43.54838709677419,71.27224560828486,-16.061800018145696,16.5,28.3515625,FAIL,MACDhist,8.0,hidden,0.15,1.6625732326026623,4.987719697807987,96.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.35% tgt2x hold48h,1h,262,-21.026280861935046,32.44274809160305,-55.08885585826982,-63.032455425796094,89,55.79852731774082,49.43820224719101,49.66068931278933,-20.733810839325287,17.0,22.13105413105413,FAIL,MACDhist,8.0,hidden,0.35,1.8625732326026627,3.7251464652053254,48.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.35% tgt2x hold96h,1h,194,-31.659857126040958,29.896907216494846,-61.42012282451946,-65.8675962494493,62,70.64453377483918,48.38709677419355,43.79961094040028,-13.921947247648191,17.0,28.2734375,FAIL,MACDhist,8.0,hidden,0.35,1.8625732326026627,3.7251464652053254,96.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.35% tgt3x hold48h,1h,262,-23.74861518648908,28.24427480916031,-62.22137178860139,-70.9169112161539,89,83.19705024450802,47.19101123595505,74.04537471761215,-23.614227060382817,21.0,25.011396011396013,FAIL,MACDhist,8.0,hidden,0.35,1.8625732326026627,5.587719697807988,48.0,,,,,,,
1-divergence,MACDhist k8 hidden buf0.35% tgt3x hold96h,1h,194,-32.06921767423468,26.288659793814436,-62.214282288015276,-68.91022963314096,62,93.7419992612326,41.935483870967744,58.12003954196421,-17.769071958070054,20.0,33.640625,FAIL,MACDhist,8.0,hidden,0.35,1.8625732326026627,5.587719697807988,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt2x hold48h,4h,124,24.203790758476593,48.38709677419355,30.012700540510973,-28.61424403019673,42,-76.09124552790892,33.33333333333333,-31.958323121721754,-32.659771613933486,48.0,35.6144578313253,FAIL,RSI14,5.0,regular,0.15,3.2450837693807437,6.490167538761487,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt2x hold96h,4h,108,0.9360101552210667,39.81481481481482,1.0108909676387556,-36.839750786648004,35,-86.7300504783882,31.428571428571427,-30.355517667435873,-30.93567400725669,52.0,55.18881118881119,FAIL,RSI14,5.0,regular,0.15,3.2450837693807437,6.490167538761487,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt3x hold48h,4h,124,34.80366205829115,48.38709677419355,43.156540952281034,-28.614244030196833,42,-71.18175142815198,33.33333333333333,-29.896335599823832,-30.61904132884326,48.0,36.674698795180724,FAIL,RSI14,5.0,regular,0.15,3.2450837693807437,9.735251308142232,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.15% tgt3x hold96h,4h,108,5.714251147559952,38.88888888888889,6.171391239364743,-36.839750786648224,35,-79.73080543982736,31.428571428571427,-27.905781903939577,-28.506345168853066,64.0,59.52447552447553,FAIL,RSI14,5.0,regular,0.15,3.2450837693807437,9.735251308142232,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt2x hold48h,4h,124,19.167489350847664,48.38709677419355,23.7676867950511,-28.848493218778522,42,-81.73688133612279,33.33333333333333,-34.32949016117157,-35.00649405382441,48.0,36.28915662650602,FAIL,RSI14,5.0,regular,0.35,3.4450837693807435,6.890167538761487,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt2x hold96h,4h,108,-5.880783791476292,39.81481481481482,-6.351246494794394,-37.787685742110085,35,-93.34911485597084,31.428571428571427,-32.67219019958979,-33.23304806504764,56.0,57.34265734265734,FAIL,RSI14,5.0,regular,0.35,3.4450837693807435,6.890167538761487,96.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt3x hold48h,4h,124,24.891238197964984,48.38709677419355,30.86513536547657,-28.848493218778398,42,-76.73162950381807,33.33333333333333,-32.2272843916036,-32.925960135025484,48.0,37.493975903614455,FAIL,RSI14,5.0,regular,0.35,3.4450837693807435,10.33525130814223,48.0,,,,,,,
1-divergence,RSI14 k5 regular buf0.35% tgt3x hold96h,4h,108,-6.284357234468391,38.88888888888889,-6.787105813225858,-37.78768574210997,35,-86.99921610697012,31.428571428571427,-30.44972563743954,-31.02909720078951,72.0,61.93006993006993,FAIL,RSI14,5.0,regular,0.35,3.4450837693807435,10.33525130814223,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt2x hold48h,4h,105,-20.076089218607123,37.142857142857146,-21.079893679537477,-45.88671296786518,36,62.27656915412672,52.77777777777778,22.41956489548562,-12.606902968412006,24.0,27.574468085106382,FAIL,RSI14,5.0,hidden,0.15,2.5356779829801313,5.0713559659602625,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt2x hold96h,4h,91,-9.014379540271166,39.56043956043956,-8.203085381646758,-27.372620076848342,33,70.16333998957568,51.515151515151516,23.153902196559972,-14.376359094914504,24.0,38.38709677419355,FAIL,RSI14,5.0,hidden,0.15,2.5356779829801313,5.0713559659602625,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt3x hold48h,4h,105,-9.901257027868633,35.23809523809524,-10.396319879262062,-45.35313425083434,36,74.17405991326167,52.77777777777778,26.70266156877421,-12.606902968411909,40.0,30.49645390070922,FAIL,RSI14,5.0,hidden,0.15,2.5356779829801313,7.607033948940394,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.15% tgt3x hold96h,4h,91,22.041575277116763,37.362637362637365,20.057833502176248,-24.95017757101653,33,80.56278705618212,48.484848484848484,26.58571972854009,-20.813571728604956,40.0,44.516129032258064,SURVIVOR,RSI14,5.0,hidden,0.15,2.5356779829801313,7.607033948940394,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt2x hold48h,4h,105,-30.729758669294252,35.23809523809524,-32.26624660275896,-52.9610091316732,36,81.81390339400635,55.55555555555556,29.45300522184229,-6.6278103318330155,32.0,28.79432624113475,FAIL,RSI14,5.0,hidden,0.35,2.735677982980132,5.471355965960264,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt2x hold96h,4h,91,-17.353607754065855,38.46153846153847,-15.791783056199925,-34.59707082809603,33,75.9332530054712,51.515151515151516,25.057973491805498,-12.236864230442919,28.0,40.354838709677416,FAIL,RSI14,5.0,hidden,0.35,2.735677982980132,5.471355965960264,96.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt3x hold48h,4h,105,-20.46739759762811,34.285714285714285,-21.49076747750952,-48.02286890296607,36,89.22303918811161,55.55555555555556,32.12029410772019,-7.54199841609028,40.0,31.404255319148938,FAIL,RSI14,5.0,hidden,0.35,2.735677982980132,8.207033948940396,48.0,,,,,,,
1-divergence,RSI14 k5 hidden buf0.35% tgt3x hold96h,4h,91,2.598763794407105,36.26373626373626,2.3648750529104756,-27.246274337909863,33,74.3579985694877,48.484848484848484,24.538139527930937,-12.236864230442995,40.0,47.0,SURVIVOR,RSI14,5.0,hidden,0.35,2.735677982980132,8.207033948940396,96.0,,,,,,,
1-divergence,RSI14 k8 regular buf0.15% tgt2x hold48h,4h,94,-33.89378804345798,38.297872340425535,-31.86016076085051,-43.685322284453584,28,-87.77822844079859,39.285714285714285,-24.57790396342361,-25.527054824130797,48.0,36.131147540983605,FAIL,RSI14,8.0,regular,0.15,3.683918531019517,7.367837062039034,48.0,,,,,,,
