family,config,tf,stop%,target%,max_hold_h,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict
3-washout-scalp,RSI3<10 stop1.0% tgt2.0% hold12h,15m,1.0,2.0,12,641,-6.654625314921942,40.40561622464899,-42.65614826864965,-51.323920010914534,232,0.5764051471148126,46.55172413793103,1.3372599413063568,-19.55783233710593,4.75,5.770045819014891,FAIL
3-washout-scalp,RSI3<10 stop1.0% tgt2.0% hold24h,15m,1.0,2.0,24,420,-7.895397931009365,35.95238095238095,-33.16067131023933,-40.06870319586031,154,-16.267695554362998,35.714285714285715,-25.05225115371902,-27.438846439195746,5.0,7.842334494773519,FAIL
3-washout-scalp,RSI3<10 stop1.0% tgt3.0% hold12h,15m,1.0,3.0,12,641,-6.547781555494724,37.753510140405616,-41.97127977072117,-49.86515389549942,232,4.237317189283541,46.12068965517241,9.830575879137804,-17.55215088301081,6.0,6.498281786941581,FAIL
3-washout-scalp,RSI3<10 stop1.0% tgt3.0% hold24h,15m,1.0,3.0,24,420,-10.611005062575014,30.0,-44.56622126281506,-49.94048012856268,154,-13.546363627133525,33.116883116883116,-20.861399985785635,-24.597751636712655,6.25,9.308797909407666,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt2.0% hold12h,15m,1.5,2.0,12,641,-1.912152135521449,50.546021840873635,-12.256895188692486,-26.52967964898318,232,-1.5774514842967478,51.293103448275865,-3.65968744356846,-21.086870256243483,7.0,7.050400916380298,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt2.0% hold24h,15m,1.5,2.0,24,420,0.43624538002699237,47.85714285714286,1.8322305961133711,-26.03994476829841,154,-16.63531768157912,45.45454545454545,-25.618389229631845,-31.903226163801357,8.0,10.158101045296167,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt3.0% hold12h,15m,1.5,3.0,12,641,-0.3815700295371997,47.737909516380654,-2.445863889333455,-27.46453101237917,232,2.9671272250648695,50.86206896551724,6.883735162150506,-18.871031300847825,9.75,7.9178121420389465,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt3.0% hold24h,15m,1.5,3.0,24,420,-0.8090577583836117,41.66666666666667,-3.3980425852111695,-26.65061055024648,154,-12.829029969980839,42.857142857142854,-19.756706153770487,-27.94519996946811,10.0,12.138937282229966,FAIL
4-vwap-fade,k=1.5xATR both-directions,1h,0.9711253258257933,1.9390943789166843,24,629,-7.940704339422376,36.56597774244833,-49.947030294966744,-50.88245460718169,215,-4.605028202749185,38.139534883720934,-9.900810635910752,-15.504822603340566,5.0,7.745260663507109,FAIL
4-vwap-fade,k=2.5xATR both-directions,1h,0.9711253258257933,2.836481228308693,24,333,-14.91103948847054,29.429429429429426,-49.6537614966069,-54.204672466377524,115,-3.742079217993998,31.30434782608696,-4.3033911006931,-16.61795099156155,5.0,8.591517857142858,FAIL
