name,n_tr,n_va,mean_tr,mean_va,gross_tr,gross_va,R_tr,win_tr,stop_tr,lev,verdict,n_assets_pos,arm
"prev day low -> 5m BOS, target 2R",279,138,-0.5545153392876216,-0.8340364499458427,-0.05451533928762164,-0.3340364499458427,-1.3021368046568076,27.956989247311824,0.6516033421171716,1.534675983629592,reject,0,A
"4h swing high -> 5m BOS, target 2R",423,163,-0.5637492071808833,-0.602357756587203,-0.06374920718088321,-0.10235775658720302,-1.1042159890624879,29.078014184397162,0.7707459221405751,1.297444425294814,reject,0,A
"1h swing low -> 5m BOS, hold 24h",896,302,-0.5647834816899364,-0.6562523442535183,-0.06478348168993643,-0.1562523442535184,-1.308707768604959,15.513392857142858,0.6545561462869676,1.5277528225387476,reject,0,A
"1h swing high -> 5m BOS, target 1R",882,295,-0.5677266596274715,-0.4135362871863257,-0.06772665962747147,0.08646371281367435,-1.2339033881404333,24.6031746031746,0.6997650667396221,1.4290510451732699,reject,0,A
"1h swing high -> 5m BOS, hold 24h",882,295,-0.5795118352491074,-0.29848392019263925,-0.07951183524910745,0.20151607980736078,-1.16274205673392,15.98639455782313,0.6997650667396221,1.4290510451732699,reject,0,A
"1h swing high -> 5m BOS, target 2R",882,295,-0.5854499725709461,-0.4239844189150633,-0.08544997257094607,0.07601558108493675,-1.2548812548811896,28.2312925170068,0.6997650667396221,1.4290510451732699,reject,0,A
"4h swing high -> 5m BOS, target 3R",423,163,-0.5871055678068082,-0.6009382204852824,-0.08710556780680832,-0.1009382204852824,-1.160318660082994,23.64066193853428,0.7707459221405751,1.297444425294814,reject,0,A
"1h swing high -> 5m BOS, target 3R",882,295,-0.5878649053910403,-0.3291421290163193,-0.08786490539104026,0.17085787098368072,-1.2523497854137564,23.809523809523807,0.6997650667396221,1.4290510451732699,reject,0,A
"4h swing high -> 5m BOS, target 1R",423,163,-0.5945958726024464,-0.5676633341680278,-0.09459587260244648,-0.06766333416802787,-1.1421512069383595,24.349881796690305,0.7707459221405751,1.297444425294814,reject,0,A
"last session high -> 5m BOS, target 1R",575,200,-0.6008446997777563,-0.5494659652497744,-0.10084469977775629,-0.049465965249774424,-1.261701303680987,24.173913043478258,0.7384224947907352,1.354238267461495,reject,0,A
"last session high -> 5m BOS, target 2R",575,200,-0.6020706152329645,-0.579596325863813,-0.10207061523296451,-0.079596325863813,-1.323860507880673,28.17391304347826,0.7384224947907352,1.354238267461495,reject,0,A
"last session high -> 5m BOS, target 3R",575,200,-0.6090902711679963,-0.4991921029340899,-0.10909027116799633,0.0008078970659101526,-1.3412361069580918,23.130434782608695,0.7384224947907352,1.354238267461495,reject,0,A
"4h swing high -> 5m BOS, hold 24h",423,163,-0.6249438419319174,-0.5694772246971139,-0.12494384193191743,-0.06947722469711383,-1.2520682779822074,17.02127659574468,0.7707459221405751,1.297444425294814,reject,0,A
"prev day high -> 5m BOS, target 1R",298,93,-0.6401617421870515,-0.5666288149199851,-0.14016174218705155,-0.06662881491998497,-1.0938786766043098,28.187919463087248,0.8469400244875555,1.1807211503613306,reject,0,A
"prev day high -> 5m BOS, target 3R",298,93,-0.6412573185958996,-0.7138671630849976,-0.14125731859589974,-0.21386716308499773,-1.1128550692761234,23.48993288590604,0.8469400244875555,1.1807211503613306,reject,0,A
"prev day high -> 5m BOS, hold 24h",298,93,-0.6438463957227357,-0.6739081154118185,-0.1438463957227357,-0.17390811541181822,-1.0926672629579544,18.79194630872483,0.8469400244875555,1.1807211503613306,reject,0,A
"prev day high -> 5m BOS, target 2R",298,93,-0.6489536569791262,-0.6973643318353314,-0.14895365697912621,-0.1973643318353314,-1.120605973895026,27.516778523489933,0.8469400244875555,1.1807211503613306,reject,0,A
"last session high -> 5m BOS, hold 24h",575,200,-0.6557752221401114,-0.3138053283265261,-0.1557752221401114,0.18619467167347395,-1.4160341777433425,15.65217391304348,0.7384224947907352,1.354238267461495,reject,0,A
