family,config,symbol,train_trades,train_$per_trade,train_pct_of_position,train_cost_multiple,train_win_pct,train_worst_drop_pct,val_trades,val_$per_trade,val_pct_of_position,val_cost_multiple,val_win_pct,verdict,E,H,filter,rsi_n,thresh,gate_pct,orig_constant,lookback,exit_ma
B-turn-of-month,"buy 1 days before month end, hold 4 days, only above 200-day avg",QQQ,126,31.96,0.3047,7.62,53.2,-21.2,54,30.21,0.3161,7.9,59.3,SURVIVOR,1.0,4.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 5 days, no filter",QQQ,187,24.84,0.277,6.92,55.6,-33.4,65,78.14,0.669,16.72,70.8,SURVIVOR,1.0,5.0,no filter,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 5 days, only above 200-day avg",QQQ,126,50.54,0.4349,10.87,57.1,-18.8,54,60.18,0.5565,13.91,72.2,SURVIVOR,1.0,5.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 6 days, no filter",QQQ,187,14.16,0.2181,5.45,54.0,-42.0,65,79.46,0.683,17.08,66.2,SURVIVOR,1.0,6.0,no filter,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 6 days, only above 200-day avg",QQQ,126,34.27,0.3355,8.39,55.6,-24.3,54,63.17,0.5848,14.62,66.7,SURVIVOR,1.0,6.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 7 days, no filter",QQQ,187,-7.93,0.0221,0.55,51.3,-55.9,65,98.42,0.8061,20.15,66.2,FAIL,1.0,7.0,no filter,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 7 days, only above 200-day avg",QQQ,126,13.76,0.1939,4.85,51.6,-29.2,54,79.73,0.7042,17.6,66.7,SURVIVOR,1.0,7.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 8 days, no filter",QQQ,187,-21.0,-0.1312,-3.28,53.5,-73.1,66,124.64,0.9594,23.98,63.6,FAIL,1.0,8.0,no filter,,,,,,
B-turn-of-month,"buy 1 days before month end, hold 8 days, only above 200-day avg",QQQ,126,5.47,0.1271,3.18,54.0,-30.8,55,97.77,0.8316,20.79,61.8,SURVIVOR,1.0,8.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 2 days, no filter",QQQ,187,18.01,0.1788,4.47,59.4,-22.5,65,21.5,0.2132,5.33,56.9,SURVIVOR,2.0,2.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 2 days, only above 200-day avg",QQQ,123,33.51,0.2976,7.44,60.2,-5.8,54,14.7,0.1501,3.75,57.4,SURVIVOR,2.0,2.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 3 days, no filter",QQQ,187,23.75,0.2445,6.11,57.2,-31.0,65,29.51,0.2903,7.26,55.4,SURVIVOR,2.0,3.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 3 days, only above 200-day avg",QQQ,123,35.28,0.3136,7.84,56.1,-12.1,54,20.75,0.2152,5.38,53.7,SURVIVOR,2.0,3.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 4 days, no filter",QQQ,187,14.68,0.1872,4.68,57.2,-37.2,65,37.5,0.3645,9.11,64.6,SURVIVOR,2.0,4.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 4 days, only above 200-day avg",QQQ,123,29.82,0.2812,7.03,60.2,-18.0,54,30.08,0.3065,7.66,66.7,SURVIVOR,2.0,4.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 5 days, no filter",QQQ,187,57.64,0.4591,11.48,57.8,-27.7,65,57.77,0.5307,13.27,64.6,SURVIVOR,2.0,5.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 5 days, only above 200-day avg",QQQ,123,65.85,0.5123,12.81,62.6,-11.7,54,37.69,0.3831,9.58,64.8,SURVIVOR,2.0,5.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 6 days, no filter",QQQ,187,49.26,0.4255,10.64,55.6,-33.2,65,105.15,0.8524,21.31,69.2,SURVIVOR,2.0,6.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 6 days, only above 200-day avg",QQQ,123,94.06,0.6642,16.61,61.0,-13.0,54,68.7,0.6283,15.71,70.4,SURVIVOR,2.0,6.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 7 days, no filter",QQQ,187,35.25,0.3704,9.26,56.7,-38.8,65,106.62,0.8712,21.78,63.1,SURVIVOR,2.0,7.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 7 days, only above 200-day avg",QQQ,123,71.25,0.5543,13.86,60.2,-15.0,54,71.79,0.6624,16.56,63.0,SURVIVOR,2.0,7.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 8 days, no filter",QQQ,187,6.27,0.1682,4.2,56.7,-51.9,65,127.79,0.9906,24.77,64.6,SURVIVOR,2.0,8.0,no filter,,,,,,
B-turn-of-month,"buy 2 days before month end, hold 8 days, only above 200-day avg",QQQ,123,49.48,0.4409,11.02,58.5,-19.2,54,88.92,0.7764,19.41,64.8,SURVIVOR,2.0,8.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 2 days, no filter",QQQ,187,-12.87,-0.1167,-2.92,59.4,-42.7,66,3.07,0.0453,1.13,54.5,FAIL,3.0,2.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 2 days, only above 200-day avg",QQQ,125,9.4,0.1041,2.6,62.4,-18.5,55,-18.79,-0.1839,-4.6,50.9,FAIL,3.0,2.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 3 days, no filter",QQQ,187,-8.88,-0.0634,-1.58,57.8,-43.4,66,10.45,0.1163,2.91,54.5,FAIL,3.0,3.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 3 days, only above 200-day avg",QQQ,125,20.7,0.2035,5.09,64.0,-11.8,55,-7.32,-0.0618,-1.55,50.9,FAIL,3.0,3.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 4 days, no filter",QQQ,187,-5.3,0.0023,0.06,59.9,-54.7,66,17.85,0.1914,4.78,59.1,FAIL,3.0,4.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 4 days, only above 200-day avg",QQQ,125,22.61,0.2245,5.61,65.6,-14.9,55,-5.05,-0.031,-0.78,56.4,FAIL,3.0,4.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 5 days, no filter",QQQ,187,-10.96,-0.0471,-1.18,58.3,-60.0,66,25.23,0.2623,6.56,59.1,FAIL,3.0,5.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 5 days, only above 200-day avg",QQQ,125,21.49,0.2311,5.78,62.4,-28.9,55,3.57,0.0657,1.64,56.4,SURVIVOR,3.0,5.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 6 days, no filter",QQQ,187,15.84,0.2149,5.37,59.4,-44.4,66,43.95,0.4248,10.62,59.1,SURVIVOR,3.0,6.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 6 days, only above 200-day avg",QQQ,125,54.41,0.4548,11.37,65.6,-18.0,55,10.92,0.1443,3.61,56.4,SURVIVOR,3.0,6.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 7 days, no filter",QQQ,187,10.61,0.1855,4.64,56.7,-53.2,66,87.72,0.7426,18.57,65.2,SURVIVOR,3.0,7.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 7 days, only above 200-day avg",QQQ,125,83.28,0.62,15.5,60.8,-17.8,55,33.74,0.3544,8.86,63.6,SURVIVOR,3.0,7.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 8 days, no filter",QQQ,187,1.87,0.1236,3.09,54.5,-54.6,66,89.08,0.7626,19.07,68.2,SURVIVOR,3.0,8.0,no filter,,,,,,
B-turn-of-month,"buy 3 days before month end, hold 8 days, only above 200-day avg",QQQ,125,61.15,0.5039,12.6,55.2,-16.4,55,39.18,0.4115,10.29,63.6,SURVIVOR,3.0,8.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 2 days, no filter",QQQ,187,-13.05,-0.1163,-2.91,52.9,-52.0,66,28.92,0.283,7.07,56.1,FAIL,4.0,2.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 2 days, only above 200-day avg",QQQ,121,-4.03,-0.0256,-0.64,56.2,-21.5,55,2.67,0.0383,0.96,52.7,FAIL,4.0,2.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 3 days, no filter",QQQ,187,-0.45,0.0467,1.17,53.5,-48.0,66,49.92,0.4602,11.51,60.6,FAIL,4.0,3.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 3 days, only above 200-day avg",QQQ,121,17.48,0.1864,4.66,56.2,-19.7,55,6.9,0.0904,2.26,56.4,SURVIVOR,4.0,3.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 4 days, no filter",QQQ,187,4.76,0.0994,2.48,57.2,-48.3,66,59.55,0.5269,13.17,65.2,SURVIVOR,4.0,4.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 4 days, only above 200-day avg",QQQ,121,27.09,0.2674,6.68,62.0,-12.7,55,20.17,0.2111,5.28,60.0,SURVIVOR,4.0,4.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 5 days, no filter",QQQ,187,9.43,0.1686,4.22,59.4,-56.4,66,69.19,0.6005,15.01,62.1,SURVIVOR,4.0,5.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 5 days, only above 200-day avg",QQQ,121,26.44,0.2667,6.67,62.0,-15.5,55,22.79,0.238,5.95,58.2,SURVIVOR,4.0,5.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 6 days, no filter",QQQ,187,2.05,0.1161,2.9,58.8,-62.8,66,78.81,0.6682,16.7,62.1,SURVIVOR,4.0,6.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 6 days, only above 200-day avg",QQQ,121,23.41,0.2568,6.42,63.6,-28.7,55,32.77,0.3329,8.32,56.4,SURVIVOR,4.0,6.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 7 days, no filter",QQQ,187,37.04,0.3697,9.24,60.4,-46.9,66,103.21,0.8327,20.82,65.2,SURVIVOR,4.0,7.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 7 days, only above 200-day avg",QQQ,121,56.38,0.4771,11.93,63.6,-17.7,55,41.28,0.4124,10.31,60.0,SURVIVOR,4.0,7.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 8 days, no filter",QQQ,187,30.21,0.3432,8.58,60.4,-56.5,66,160.24,1.155,28.88,68.2,SURVIVOR,4.0,8.0,no filter,,,,,,
B-turn-of-month,"buy 4 days before month end, hold 8 days, only above 200-day avg",QQQ,121,81.86,0.6275,15.69,62.8,-17.6,55,67.7,0.6239,15.6,65.5,SURVIVOR,4.0,8.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 2 days, no filter",QQQ,187,27.91,0.2466,6.17,54.5,-16.7,66,51.5,0.4544,11.36,65.2,SURVIVOR,5.0,2.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 2 days, only above 200-day avg",QQQ,123,10.62,0.1133,2.83,52.0,-11.2,54,39.96,0.3729,9.32,63.0,SURVIVOR,5.0,2.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 3 days, no filter",QQQ,187,-2.7,0.0076,0.19,54.5,-42.4,66,38.97,0.3669,9.17,62.1,FAIL,5.0,3.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 3 days, only above 200-day avg",QQQ,123,1.14,0.0294,0.74,54.5,-16.3,54,20.04,0.2065,5.16,61.1,SURVIVOR,5.0,3.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 4 days, no filter",QQQ,187,13.13,0.1725,4.31,58.8,-43.0,66,61.15,0.5448,13.62,62.1,SURVIVOR,5.0,4.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 4 days, only above 200-day avg",QQQ,123,22.91,0.2342,5.85,58.5,-13.5,54,25.72,0.27,6.75,57.4,SURVIVOR,5.0,4.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 5 days, no filter",QQQ,187,19.67,0.2275,5.69,57.8,-43.5,66,71.31,0.6129,15.32,62.1,SURVIVOR,5.0,5.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 5 days, only above 200-day avg",QQQ,123,34.7,0.33,8.25,58.5,-17.3,54,41.44,0.4014,10.04,57.4,SURVIVOR,5.0,5.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 6 days, no filter",QQQ,187,25.54,0.3005,7.51,58.3,-55.4,66,81.49,0.6849,17.12,65.2,SURVIVOR,5.0,6.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 6 days, only above 200-day avg",QQQ,123,33.11,0.3254,8.14,61.0,-20.3,54,42.71,0.4149,10.37,61.1,SURVIVOR,5.0,6.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 7 days, no filter",QQQ,187,16.26,0.2567,6.42,58.8,-60.0,66,91.64,0.7552,18.88,68.2,SURVIVOR,5.0,7.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 7 days, only above 200-day avg",QQQ,123,29.47,0.3106,7.77,60.2,-25.4,54,53.32,0.5101,12.75,63.0,SURVIVOR,5.0,7.0,only above 200-day avg,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 8 days, no filter",QQQ,187,60.21,0.517,12.93,61.0,-45.3,66,117.4,0.9184,22.96,66.7,SURVIVOR,5.0,8.0,no filter,,,,,,
B-turn-of-month,"buy 5 days before month end, hold 8 days, only above 200-day avg",QQQ,123,55.16,0.4793,11.98,61.0,-19.6,54,66.24,0.6157,15.39,63.0,SURVIVOR,5.0,8.0,only above 200-day avg,,,,,,
C-dipbuy-family,"RSI2 below 2, trend filter 200-day",SPY,18,93.7,0.9214,23.03,61.1,-12.2,15,48.53,0.477,11.92,80.0,NOT ENOUGH TRADES,,,200-day,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter 100-day",SPY,13,81.21,0.7905,19.76,69.2,-4.9,11,42.02,0.4205,10.51,81.8,NOT ENOUGH TRADES,,,100-day,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter none",SPY,45,242.66,1.6979,42.45,77.8,-12.2,22,58.79,0.5754,14.39,77.3,SURVIVOR,,,none,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter 200-day",SPY,65,113.52,0.8803,22.01,73.8,-15.6,29,31.02,0.3069,7.67,79.3,SURVIVOR,,,200-day,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter 100-day",SPY,52,75.82,0.6541,16.35,73.1,-9.5,21,1.04,0.0207,0.52,76.2,SURVIVOR,,,100-day,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter none",SPY,135,92.83,0.6287,15.72,68.9,-17.2,36,7.13,0.0876,2.19,75.0,SURVIVOR,,,none,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter 200-day",SPY,113,116.69,0.765,19.13,75.2,-15.6,45,18.48,0.1858,4.65,66.7,SURVIVOR,,,200-day,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter 100-day",SPY,91,81.8,0.6227,15.57,74.7,-10.0,34,-10.42,-0.098,-2.45,61.8,FAIL,,,100-day,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter none",SPY,206,139.63,0.689,17.22,71.4,-23.8,56,0.91,0.0268,0.67,64.3,SURVIVOR,,,none,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter 200-day",SPY,142,99.59,0.6389,15.97,76.1,-14.9,56,24.22,0.2357,5.89,69.6,SURVIVOR,,,200-day,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter 100-day",SPY,123,70.75,0.5197,12.99,74.0,-9.3,45,2.62,0.0346,0.87,66.7,SURVIVOR,,,100-day,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter none",SPY,253,124.51,0.5914,14.79,71.1,-23.8,68,7.03,0.0854,2.13,66.2,SURVIVOR,,,none,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter 200-day",SPY,208,71.14,0.4485,11.21,74.0,-14.6,88,29.24,0.2676,6.69,69.3,SURVIVOR,,,200-day,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter 100-day",SPY,191,70.72,0.4571,11.43,73.3,-11.3,74,11.56,0.1181,2.95,67.6,SURVIVOR,,,100-day,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter none",SPY,340,102.34,0.4648,11.62,70.6,-23.8,105,21.58,0.2075,5.19,67.6,SURVIVOR,,,none,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter 200-day",SPY,250,50.25,0.3372,8.43,70.0,-14.6,110,16.34,0.1591,3.98,70.9,SURVIVOR,,,200-day,2.0,20.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter 100-day",SPY,241,66.55,0.4071,10.18,70.5,-14.7,98,2.25,0.0329,0.82,70.4,SURVIVOR,,,100-day,2.0,20.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter none",SPY,411,76.12,0.3669,9.17,68.9,-23.8,130,17.31,0.169,4.23,70.8,SURVIVOR,,,none,2.0,20.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter 200-day",SPY,1,67.54,0.6753,16.88,100.0,-1.3,2,157.0,1.5584,38.96,100.0,NOT ENOUGH TRADES,,,200-day,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter 100-day",SPY,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter none",SPY,5,384.56,3.6568,91.42,100.0,-4.4,4,155.57,1.5209,38.02,100.0,NOT ENOUGH TRADES,,,none,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter 200-day",SPY,8,40.16,0.4019,10.05,62.5,-3.4,7,128.39,1.2415,31.04,85.7,NOT ENOUGH TRADES,,,200-day,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter 100-day",SPY,3,105.6,1.0509,26.27,100.0,-0.3,2,110.63,1.101,27.52,100.0,NOT ENOUGH TRADES,,,100-day,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter none",SPY,26,207.93,1.7201,43.0,76.9,-11.2,12,103.35,1.0061,25.15,75.0,NOT ENOUGH TRADES,,,none,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter 200-day",SPY,26,97.72,0.9116,22.79,73.1,-12.2,16,27.18,0.2746,6.86,75.0,NOT ENOUGH TRADES,,,200-day,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter 100-day",SPY,17,97.6,0.9191,22.98,76.5,-4.9,11,25.95,0.2665,6.66,81.8,NOT ENOUGH TRADES,,,100-day,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter none",SPY,62,127.38,0.9757,24.39,75.8,-12.5,23,29.19,0.3099,7.75,73.9,SURVIVOR,,,none,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter 200-day",SPY,41,115.09,0.9836,24.59,75.6,-14.6,20,30.94,0.3104,7.76,75.0,SURVIVOR,,,200-day,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter 100-day",SPY,27,101.1,0.9121,22.8,77.8,-5.3,16,26.76,0.2728,6.82,81.2,NOT ENOUGH TRADES,,,100-day,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter none",SPY,95,95.01,0.7101,17.75,69.5,-16.7,27,-0.28,0.017,0.43,70.4,FAIL,,,none,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter 200-day",SPY,83,111.87,0.8163,20.41,69.9,-14.5,37,39.87,0.3815,9.54,73.0,SURVIVOR,,,200-day,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter 100-day",SPY,67,98.42,0.7703,19.26,74.6,-9.9,27,8.8,0.0967,2.42,66.7,SURVIVOR,,,100-day,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter none",SPY,166,140.62,0.76,19.0,70.5,-23.8,48,28.83,0.2875,7.19,70.8,SURVIVOR,,,none,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter 200-day",SPY,137,100.22,0.6493,16.23,74.5,-14.9,55,32.03,0.3035,7.59,70.9,SURVIVOR,,,200-day,3.0,20.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter 100-day",SPY,114,80.82,0.5833,14.58,74.6,-9.2,43,12.83,0.1336,3.34,69.8,SURVIVOR,,,100-day,3.0,20.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter none",SPY,242,127.33,0.6116,15.29,70.7,-23.8,69,18.18,0.188,4.7,68.1,SURVIVOR,,,none,3.0,20.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter 200-day",SPY,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,200-day,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter 100-day",SPY,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter none",SPY,0,0.0,0.0,0.0,0.0,0.0,2,203.88,2.0209,50.52,100.0,FAIL,,,none,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter 200-day",SPY,2,3.08,0.0328,0.82,50.0,-2.5,2,157.0,1.5584,38.96,100.0,NOT ENOUGH TRADES,,,200-day,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter 100-day",SPY,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter none",SPY,7,500.08,4.4607,111.52,85.7,-4.4,5,60.62,0.6076,15.19,80.0,NOT ENOUGH TRADES,,,none,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter 200-day",SPY,4,-4.65,-0.0448,-1.12,25.0,-2.6,5,138.54,1.35,33.75,100.0,FAIL,,,200-day,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter 100-day",SPY,0,0.0,0.0,0.0,0.0,0.0,2,102.41,1.02,25.5,100.0,FAIL,,,100-day,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter none",SPY,19,358.11,2.8959,72.4,63.2,-11.0,9,70.55,0.7191,17.98,77.8,NOT ENOUGH TRADES,,,none,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter 200-day",SPY,9,132.48,1.3108,32.77,66.7,-3.6,9,148.74,1.411,35.27,88.9,NOT ENOUGH TRADES,,,200-day,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter 100-day",SPY,3,46.36,0.4618,11.55,100.0,-1.2,3,103.56,1.0255,25.64,100.0,NOT ENOUGH TRADES,,,100-day,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter none",SPY,31,218.55,1.724,43.1,80.6,-11.2,13,112.8,1.0845,27.11,76.9,SURVIVOR,,,none,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter 200-day",SPY,35,99.97,0.8932,22.33,77.1,-12.6,20,18.51,0.1911,4.78,70.0,SURVIVOR,,,200-day,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter 100-day",SPY,22,91.98,0.8548,21.37,81.8,-5.3,17,21.35,0.2196,5.49,76.5,NOT ENOUGH TRADES,,,100-day,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter none",SPY,85,105.01,0.783,19.57,71.8,-16.0,29,2.46,0.0432,1.08,69.0,SURVIVOR,,,none,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter 200-day",SPY,73,108.82,0.8294,20.74,71.2,-15.8,34,39.16,0.3779,9.45,73.5,SURVIVOR,,,200-day,4.0,20.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter 100-day",SPY,54,104.34,0.8412,21.03,75.9,-7.8,26,9.68,0.1057,2.64,69.2,SURVIVOR,,,100-day,4.0,20.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter none",SPY,152,156.79,0.8388,20.97,71.1,-23.8,45,24.05,0.246,6.15,71.1,SURVIVOR,,,none,4.0,20.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter 200-day",ES,18,128.9,1.168,58.4,94.4,-2.6,8,-36.63,-0.3425,-17.12,50.0,FAIL,,,200-day,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter 100-day",ES,12,129.99,1.2175,60.87,100.0,-1.5,4,-185.17,-1.8778,-93.89,25.0,FAIL,,,100-day,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter none",ES,49,105.16,0.87,43.5,75.5,-13.2,10,-46.77,-0.4525,-22.62,50.0,FAIL,,,none,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter 200-day",ES,43,35.0,0.345,17.25,79.1,-14.5,22,16.93,0.1809,9.04,72.7,SURVIVOR,,,200-day,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter 100-day",ES,34,39.37,0.3797,18.99,82.4,-8.2,16,-16.37,-0.1495,-7.47,68.8,FAIL,,,100-day,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter none",ES,100,20.9,0.2169,10.84,69.0,-18.4,26,12.8,0.141,7.05,73.1,SURVIVOR,,,none,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter 200-day",ES,83,56.18,0.4757,23.79,78.3,-14.7,36,19.26,0.1984,9.92,75.0,SURVIVOR,,,200-day,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter 100-day",ES,69,44.29,0.3963,19.82,73.9,-8.8,33,22.14,0.2283,11.41,72.7,SURVIVOR,,,100-day,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter none",ES,163,81.59,0.5568,27.84,71.8,-23.8,44,-23.45,-0.1869,-9.35,75.0,FAIL,,,none,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter 200-day",ES,102,50.47,0.4204,21.02,74.5,-15.3,43,21.52,0.2164,10.82,76.7,SURVIVOR,,,200-day,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter 100-day",ES,89,42.44,0.3696,18.48,70.8,-9.6,39,22.74,0.2305,11.53,74.4,SURVIVOR,,,100-day,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter none",ES,191,71.92,0.4882,24.41,70.2,-23.8,53,3.76,0.0978,4.89,75.5,SURVIVOR,,,none,2.0,10.0,,,,
