sig_i,sig_t,stop_pct,gross_pct,net_pct,net_low_pct,net_R,reason,bars_held,sym,level,dirn,y,day,R,netR_pt,win
882939,2025-01-06 18:45:00,0.12083983686620571,0.07216823590622554,0.032168235906225535,0.05216823590622553,0.2662055555556759,close,134,SPY,4h swing high,-1,2025,2025-01-06,0.5972222222223823,0.2662055555556759,True
884686,2025-01-14 15:22:00,0.23058658140392552,0.1894410204098963,0.1494410204098963,0.1694410204098963,0.6480907063196185,close,337,SPY,4h swing high,-1,2025,2025-01-14,0.8215613382898752,0.6480907063196185,True
887115,2025-01-23 16:51:00,0.07575383297927249,-0.07575383297927249,-0.1157538329792725,-0.0957538329792725,-1.5280260869564801,stop,68,SPY,4h swing high,-1,2025,2025-01-23,-1.0,-1.5280260869564801,False
887209,2025-01-23 18:25:00,0.03946978916554437,-0.03946978916554437,-0.07946978916554437,-0.059469789165544365,-2.0134333333332948,stop,145,SPY,4h swing high,-1,2025,2025-01-23,-1.0,-2.0134333333332948,False
887384,2025-01-24 14:50:00,0.06635265205815649,0.39729674380503044,0.35729674380503046,0.3772967438050304,5.384814814815066,close,369,SPY,4h swing high,-1,2025,2025-01-24,5.987654320987946,5.384814814815066,True
887489,2025-01-24 16:35:00,0.01639774367047467,-0.01639774367047467,-0.056397743670474676,-0.03639774367047467,-3.4393599999994455,stop,1,SPY,4h swing high,-1,2025,2025-01-24,-1.0,-3.4393599999994455,False
888952,2025-01-30 14:58:00,0.19676251260769104,-0.19676251260769104,-0.23676251260769104,-0.21676251260769103,-1.2032907563025117,stop,304,SPY,4h swing high,-1,2025,2025-01-30,-1.0,-1.2032907563025117,False
889184,2025-01-30 18:50:00,0.039681883566741474,-0.039681883566741474,-0.07968188356674147,-0.05968188356674148,-2.008016666666628,stop,8,SPY,4h swing high,-1,2025,2025-01-30,-1.0,-2.008016666666628,False
889210,2025-01-30 19:16:00,0.039805008356082194,-0.039805008356082194,-0.0798050083560822,-0.0598050083560822,-2.0048986710961967,stop,33,SPY,4h swing high,-1,2025,2025-01-30,-1.0,-2.0048986710961967,False
889261,2025-01-30 20:07:00,0.042083027337463864,-0.042083027337463864,-0.08208302733746387,-0.06208302733746386,-1.9505019607843308,stop,10,SPY,4h swing high,-1,2025,2025-01-30,-1.0,-1.9505019607843308,False
889576,2025-01-31 18:52:00,0.1651554938975045,0.6094237724818006,0.5694237724818005,0.5894237724818006,3.4478040000000543,close,127,SPY,4h swing high,-1,2025,2025-01-31,3.690000000000054,3.4478040000000543,True
890226,2025-02-04 16:42:00,0.06149346008740229,-0.06149346008740229,-0.10149346008740229,-0.08149346008740228,-1.6504756756758676,stop,158,SPY,4h swing high,-1,2025,2025-02-04,-1.0,-1.6504756756758676,False
890390,2025-02-04 19:26:00,0.02991374869126518,-0.02991374869126518,-0.06991374869126518,-0.04991374869126518,-2.3371777777781495,stop,2,SPY,4h swing high,-1,2025,2025-02-04,-1.0,-2.3371777777781495,False
891289,2025-02-07 14:55:00,0.04359520617242091,1.1655548518174323,1.1255548518174323,1.1455548518174323,25.81831698113354,close,364,SPY,4h swing high,-1,2025,2025-02-07,26.735849056605282,25.81831698113354,True
892373,2025-02-11 19:59:00,0.03964255628417256,-0.03964255628417256,-0.07964255628417256,-0.05964255628417256,-2.0090166666666285,stop,3,SPY,4h swing high,-1,2025,2025-02-11,-1.0,-2.0090166666666285,False
892412,2025-02-11 20:38:00,0.03635822770164993,-0.03635822770164993,-0.07635822770164993,-0.05635822770164993,-2.1001636363640688,stop,21,SPY,4h swing high,-1,2025,2025-02-11,-1.0,-2.1001636363640688,False
893244,2025-02-14 15:00:00,0.032766473344481385,-0.032766473344481385,-0.07276647334448139,-0.05276647334448138,-2.2207599999997223,stop,4,SPY,4h swing high,-1,2025,2025-02-14,-1.0,-2.2207599999997223,False
893304,2025-02-14 16:00:00,0.04341415465268453,-0.04341415465268453,-0.08341415465268454,-0.06341415465268453,-1.9213584905660854,stop,2,SPY,4h swing high,-1,2025,2025-02-14,-1.0,-1.9213584905660854,False
893477,2025-02-14 18:53:00,0.024697023369968422,0.14737965073364773,0.10737965073364772,0.12737965073364774,4.347878249336775,close,126,SPY,4h swing high,-1,2025,2025-02-14,5.967506631299599,4.347878249336775,True
896127,2025-02-26 17:33:00,0.15968430997149777,0.6061315430855022,0.5661315430855022,0.5861315430855022,3.5453172774867587,close,206,SPY,4h swing high,-1,2025,2025-02-26,3.7958115183244447,3.5453172774867587,True
898700,2025-03-07 14:56:00,0.20140543737281325,-0.20140543737281325,-0.24140543737281325,-0.22140543737281324,-1.1986043699801294,stop,246,SPY,4h swing high,-1,2025,2025-03-07,-1.0,-1.1986043699801294,False
899798,2025-03-11 19:14:00,0.2873614507291152,0.7407142984632369,0.7007142984632369,0.7207142984632369,2.4384422360248097,close,45,SPY,4h swing high,-1,2025,2025-03-11,2.577639751552759,2.4384422360248097,True
902245,2025-03-20 14:31:00,0.07730826671352975,-0.07730826671352975,-0.11730826671352976,-0.09730826671352975,-1.5174090909090268,stop,5,SPY,4h swing high,-1,2025,2025-03-20,-1.0,-1.5174090909090268,False
903489,2025-03-25 15:45:00,0.05167648745894629,-0.008690966609318144,-0.04869096660931815,-0.028690966609318143,-0.942226707029963,close,254,SPY,4h swing high,-1,2025,2025-03-25,-0.16818028927029086,-0.942226707029963,True
903578,2025-03-25 17:14:00,0.07128823048701478,-0.07128823048701478,-0.11128823048701478,-0.09128823048701479,-1.5611024390244337,stop,160,SPY,4h swing high,-1,2025,2025-03-25,-1.0,-1.5611024390244337,False
905414,2025-04-01 15:20:00,0.2174936681768031,-0.2174936681768031,-0.2574936681768031,-0.2374936681768031,-1.1839134000327933,stop,41,SPY,4h swing high,-1,2025,2025-04-01,-1.0,-1.1839134000327933,False
905513,2025-04-01 16:59:00,0.10653274182959478,-0.10653274182959478,-0.14653274182959478,-0.12653274182959479,-1.3754714213962715,stop,176,SPY,4h swing high,-1,2025,2025-04-01,-1.0,-1.3754714213962715,False
905940,2025-04-02 17:36:00,0.0663552394097038,-0.0663552394097038,-0.10635523940970379,-0.0863552394097038,-1.6028159999999998,stop,4,SPY,4h swing high,-1,2025,2025-04-02,-1.0,-1.6028159999999998,False
908630,2025-04-11 16:56:00,0.19179060978131768,-0.19179060978131768,-0.23179060978131769,-0.21179060978131767,-1.2085607843137292,stop,10,SPY,4h swing high,-1,2025,2025-04-11,-1.0,-1.2085607843137292,False
908944,2025-04-14 15:40:00,0.07025706641852825,-0.07025706641852825,-0.11025706641852825,-0.09025706641852825,-1.5693377483442887,stop,4,SPY,4h swing high,-1,2025,2025-04-14,-1.0,-1.5693377483442887,False
909231,2025-04-15 13:57:00,0.14949338353357058,-0.14949338353357058,-0.1894933835335706,-0.16949338353357057,-1.2675703703703884,stop,14,SPY,4h swing high,-1,2025,2025-04-15,-1.0,-1.2675703703703884,False
911286,2025-04-23 15:42:00,0.19500055714444053,-0.19500055714444053,-0.23500055714444054,-0.21500055714444052,-1.2051276190476279,stop,104,SPY,4h swing high,-1,2025,2025-04-23,-1.0,-1.2051276190476279,False
911763,2025-04-24 17:09:00,0.1266957162456517,-0.1266957162456517,-0.16669571624565171,-0.1466957162456517,-1.3157170675166598,stop,21,SPY,4h swing high,-1,2025,2025-04-24,-1.0,-1.3157170675166598,False
911789,2025-04-24 17:35:00,0.04774058500578228,-0.04774058500578228,-0.08774058500578227,-0.06774058500578228,-1.8378615384615677,stop,1,SPY,4h swing high,-1,2025,2025-04-24,-1.0,-1.8378615384615677,False
912174,2025-04-25 17:30:00,0.11991496938533917,-0.023619615181961054,-0.06361961518196105,-0.04361961518196106,-0.5305393939394125,close,149,SPY,4h swing high,-1,2025,2025-04-25,-0.19696969696969954,-0.5305393939394125,True
912254,2025-04-25 18:50:00,0.09814434488649128,-0.09814434488649128,-0.13814434488649127,-0.11814434488649128,-1.4075629629629904,stop,64,SPY,4h swing high,-1,2025,2025-04-25,-1.0,-1.4075629629629904,False
912347,2025-04-28 13:53:00,0.2953326569067973,0.1775619655022294,0.1375619655022294,0.15756196550222942,0.46578650306742736,close,366,SPY,4h swing high,-1,2025,2025-04-28,0.6012269938649738,0.46578650306742736,True
912807,2025-04-29 15:03:00,0.13968725114022745,-0.13968725114022745,-0.17968725114022746,-0.15968725114022744,-1.2863539777144395,stop,66,SPY,4h swing high,-1,2025,2025-04-29,-1.0,-1.2863539777144395,False
912879,2025-04-29 16:15:00,0.08500171811983928,-0.08500171811983928,-0.1250017181198393,-0.10500171811983929,-1.470578723404228,stop,85,SPY,4h swing high,-1,2025,2025-04-29,-1.0,-1.470578723404228,False
913626,2025-05-01 15:42:00,0.05876083097238581,0.70930812455161,0.6693081245516099,0.68930812455161,11.390378819968458,close,257,SPY,4h swing high,-1,2025,2025-05-01,12.071104387290639,11.390378819968458,True
915510,2025-05-08 14:36:00,0.18258202896495004,-0.18258202896495004,-0.22258202896495005,-0.20258202896495003,-1.2190796116504914,stop,44,SPY,4h swing high,-1,2025,2025-05-08,-1.0,-1.2190796116504914,False
917896,2025-05-16 15:22:00,0.08890394140806525,-0.08890394140806525,-0.12890394140806524,-0.10890394140806525,-1.449923809523829,stop,8,SPY,4h swing high,-1,2025,2025-05-16,-1.0,-1.449923809523829,False
918400,2025-05-19 17:16:00,0.08066413470910802,0.020166033677257902,-0.0198339663227421,0.000166033677257902,-0.24588333333355136,close,163,SPY,4h swing high,-1,2025,2025-05-19,0.2499999999997632,-0.24588333333355136,True
918512,2025-05-19 19:08:00,0.06228327105006306,-0.06228327105006306,-0.10228327105006306,-0.08228327105006306,-1.642227027027019,stop,42,SPY,4h swing high,-1,2025,2025-05-19,-1.0,-1.642227027027019,False
919384,2025-05-22 14:10:00,0.13347250979653533,-0.13347250979653533,-0.17347250979653533,-0.15347250979653532,-1.29968717948719,stop,125,SPY,4h swing high,-1,2025,2025-05-22,-1.0,-1.29968717948719,False
919514,2025-05-22 16:20:00,0.19162004482540412,-0.19162004482540412,-0.23162004482540413,-0.2116200448254041,-1.2087464285714278,stop,95,SPY,4h swing high,-1,2025,2025-05-22,-1.0,-1.2087464285714278,False
919710,2025-05-22 19:36:00,0.0674464270468679,0.4473661743362084,0.4073661743362084,0.4273661743362084,6.039848101266112,close,23,SPY,4h swing high,-1,2025,2025-05-22,6.632911392405379,6.039848101266112,True
920660,2025-05-28 15:56:00,0.05599389157545214,-0.05599389157545214,-0.09599389157545214,-0.07599389157545214,-1.714363636363794,stop,10,SPY,4h swing high,-1,2025,2025-05-28,-1.0,-1.714363636363794,False
922598,2025-06-04 15:44:00,0.1408049348777039,-0.1408049348777039,-0.1808049348777039,-0.1608049348777039,-1.2840809523809802,stop,103,SPY,4h swing high,-1,2025,2025-06-04,-1.0,-1.2840809523809802,False
922969,2025-06-05 15:25:00,0.05683242791475668,-0.05683242791475668,-0.09683242791475669,-0.07683242791475668,-1.703823529411699,stop,4,SPY,4h swing high,-1,2025,2025-06-05,-1.0,-1.703823529411699,False
923265,2025-06-06 13:51:00,0.13833333333334016,0.1616666666666712,0.1216666666666712,0.14166666666667121,0.8795180722891459,close,368,SPY,4h swing high,-1,2025,2025-06-06,1.1686746987951557,0.8795180722891459,True
923319,2025-06-06 14:45:00,0.03336336035764384,-0.03336336035764384,-0.07336336035764385,-0.053363360357643844,-2.198920000000409,stop,2,SPY,4h swing high,-1,2025,2025-06-06,-1.0,-2.198920000000409,False
923540,2025-06-06 18:26:00,0.09173087828145611,-0.09173087828145611,-0.1317308782814561,-0.11173087828145611,-1.4360581818182179,stop,4,SPY,4h swing high,-1,2025,2025-06-06,-1.0,-1.4360581818182179,False
923612,2025-06-06 19:38:00,0.06333333611477224,-0.06333333611477224,-0.10333333611477225,-0.08333333611477224,-1.6315789196310815,stop,7,SPY,4h swing high,-1,2025,2025-06-06,-1.0,-1.6315789196310815,False
923657,2025-06-09 13:53:00,0.0450608321233635,-0.0450608321233635,-0.0850608321233635,-0.0650608321233635,-1.887688888888949,stop,18,SPY,4h swing high,-1,2025,2025-06-09,-1.0,-1.887688888888949,False
924086,2025-06-10 14:32:00,0.02661653885182376,-0.02661653885182376,-0.06661653885182375,-0.04661653885182376,-2.502825000000299,stop,8,SPY,4h swing high,-1,2025,2025-06-10,-1.0,-2.502825000000299,False
924304,2025-06-10 18:10:00,0.046671136265734194,-0.046671136265734194,-0.0866711362657342,-0.06667113626573419,-1.8570607703281456,stop,14,SPY,4h swing high,-1,2025,2025-06-10,-1.0,-1.8570607703281456,False
924546,2025-06-11 15:42:00,0.046367595674561196,-0.046367595674561196,-0.0863675956745612,-0.0663675956745612,-1.862671428571513,stop,12,SPY,4h swing high,-1,2025,2025-06-11,-1.0,-1.862671428571513,False
924637,2025-06-11 17:13:00,0.05298276404456121,-0.05298276404456121,-0.09298276404456121,-0.07298276404456121,-1.7549625000001503,stop,12,SPY,4h swing high,-1,2025,2025-06-11,-1.0,-1.7549625000001503,False
928072,2025-06-25 15:58:00,0.04284348943743053,-0.04284348943743053,-0.08284348943743053,-0.06284348943743052,-1.933630769230802,stop,3,SPY,4h swing high,-1,2025,2025-06-25,-1.0,-1.933630769230802,False
929195,2025-06-30 15:11:00,0.07384925014608208,-0.07384925014608208,-0.11384925014608208,-0.09384925014608209,-1.5416439560439072,stop,23,SPY,4h swing high,-1,2025,2025-06-30,-1.0,-1.5416439560439072,False
931211,2025-07-08 16:30:00,0.02895007720021611,-0.02895007720021611,-0.0689500772002161,-0.04895007720021611,-2.3816888888884,stop,1,SPY,4h swing high,-1,2025,2025-07-08,-1.0,-2.3816888888884,False
931446,2025-07-09 13:55:00,0.08009996475601551,0.030437986607294635,-0.009562013392705366,0.010437986607294635,-0.11937599999989086,close,364,SPY,4h swing high,-1,2025,2025-07-09,0.38000000000010914,-0.11937599999989086,True
932951,2025-07-14 19:30:00,0.01921198828068788,-0.01921198828068788,-0.05921198828068788,-0.03921198828068788,-3.0820333333332544,stop,19,SPY,4h swing high,-1,2025,2025-07-14,-1.0,-3.0820333333332544,False
933102,2025-07-15 15:31:00,0.036000576009219784,-0.036000576009219784,-0.07600057600921978,-0.05600057600921979,-2.111093333333221,stop,12,SPY,4h swing high,-1,2025,2025-07-15,-1.0,-2.111093333333221,False
934831,2025-07-21 18:20:00,0.015052724146950601,-0.015052724146950601,-0.0550527241469506,-0.0350527241469506,-3.6573263157887106,stop,2,SPY,4h swing high,-1,2025,2025-07-21,-1.0,-3.6573263157887106,False
939510,2025-08-06 18:19:00,0.038725381721620544,-0.038725381721620544,-0.07872538172162055,-0.05872538172162055,-2.032914285714267,stop,7,SPY,4h swing high,-1,2025,2025-08-06,-1.0,-2.032914285714267,False
939592,2025-08-06 19:41:00,0.060025905917307866,0.061605535020375066,0.021605535020375065,0.04160553502037506,0.35993684210512394,close,18,SPY,4h swing high,-1,2025,2025-08-06,1.0263157894733534,0.35993684210512394,True
939709,2025-08-07 15:08:00,0.06721014635997034,-0.06721014635997034,-0.10721014635997034,-0.08721014635997035,-1.5951482352941813,stop,2,SPY,4h swing high,-1,2025,2025-08-07,-1.0,-1.5951482352941813,False
940557,2025-08-11 16:16:00,0.05950796310506216,0.4290837339680863,0.3890837339680863,0.4090837339680863,6.538347368421155,close,223,SPY,4h swing high,-1,2025,2025-08-11,7.210526315789584,6.538347368421155,True
941311,2025-08-13 15:50:00,0.053578916308183955,-0.053578916308183955,-0.09357891630818396,-0.07357891630818396,-1.7465623188405208,stop,163,SPY,4h swing high,-1,2025,2025-08-13,-1.0,-1.7465623188405208,False
941641,2025-08-14 14:50:00,0.03378483092086305,-0.03378483092086305,-0.07378483092086305,-0.053784830920863044,-2.183963302752506,stop,271,SPY,4h swing high,-1,2025,2025-08-14,-1.0,-2.183963302752506,False
950810,2025-09-17 18:09:00,0.2332732477998209,0.14996137358559297,0.10996137358559296,0.12996137358559298,0.4713844155843977,close,110,SPY,4h swing high,-1,2025,2025-09-17,0.6428571428571164,0.4713844155843977,True
950840,2025-09-17 18:39:00,0.36231332490980156,-0.36231332490980156,-0.40231332490980154,-0.3823133249098016,-1.110401680672269,stop,22,SPY,4h swing high,-1,2025,2025-09-17,-1.0,-1.110401680672269,False
951052,2025-09-18 15:41:00,0.03692344789649447,-0.03692344789649447,-0.07692344789649447,-0.056923447896494464,-2.0833224489795716,stop,52,SPY,4h swing high,-1,2025,2025-09-18,-1.0,-2.0833224489795716,False
952124,2025-09-23 14:03:00,0.08402100525130464,-0.08402100525130464,-0.12402100525130463,-0.10402100525130464,-1.4760714285714749,stop,3,SPY,4h swing high,-1,2025,2025-09-23,-1.0,-1.4760714285714749,False
953294,2025-09-26 14:03:00,0.19210406897594642,-0.09832098018453747,-0.13832098018453748,-0.11832098018453747,-0.7200314960629846,close,356,SPY,4h swing high,-1,2025,2025-09-26,-0.5118110236220367,-0.7200314960629846,True
953516,2025-09-26 17:45:00,0.04671766804754661,-0.04671766804754661,-0.0867176680475466,-0.06671766804754661,-1.8562071197408707,stop,39,SPY,4h swing high,-1,2025,2025-09-26,-1.0,-1.8562071197408707,False
953575,2025-09-26 18:44:00,0.0392820450836996,0.0196410225418498,-0.020358977458150202,-0.0003589774581502017,-0.5182769230769587,close,75,SPY,4h swing high,-1,2025,2025-09-26,0.5,-0.5182769230769587,True
953789,2025-09-29 15:48:00,0.051264267297925575,-0.051264267297925575,-0.09126426729792558,-0.07126426729792558,-1.7802705882352212,stop,24,SPY,4h swing high,-1,2025,2025-09-29,-1.0,-1.7802705882352212,False
954217,2025-09-30 16:26:00,0.049754994346029535,-0.049754994346029535,-0.08975499434602954,-0.06975499434602954,-1.8039393939392945,stop,4,SPY,4h swing high,-1,2025,2025-09-30,-1.0,-1.8039393939392945,False
955237,2025-10-03 13:56:00,0.07750216153362947,-0.07750216153362947,-0.11750216153362947,-0.09750216153362948,-1.5161146374303809,stop,30,SPY,4h swing high,-1,2025,2025-10-03,-1.0,-1.5161146374303809,False
955400,2025-10-03 16:39:00,0.03793005994436857,0.4625979859881917,0.4225979859881917,0.44259798598819167,11.141505882353194,close,200,SPY,4h swing high,-1,2025,2025-10-03,12.19607843137282,11.141505882353194,True
955439,2025-10-03 17:18:00,0.07302860038451929,0.2667779483434546,0.22677794834345458,0.2467779483434546,3.1053306122449977,close,161,SPY,4h swing high,-1,2025,2025-10-03,3.653061224489886,3.1053306122449977,True
958147,2025-10-14 16:56:00,0.17457259812183484,-0.17457259812183484,-0.21457259812183485,-0.19457259812183483,-1.229131034482765,stop,54,SPY,4h swing high,-1,2025,2025-10-14,-1.0,-1.229131034482765,False
958267,2025-10-14 18:56:00,0.0451249962395768,-0.0451249962395768,-0.08512499623957681,-0.06512499623957681,-1.8864266666668013,stop,4,SPY,4h swing high,-1,2025,2025-10-14,-1.0,-1.8864266666668013,False
958461,2025-10-15 15:40:00,0.0916204809324282,-0.0916204809324282,-0.1316204809324282,-0.1116204809324282,-1.4365836065573674,stop,46,SPY,4h swing high,-1,2025,2025-10-15,-1.0,-1.4365836065573674,False
962266,2025-10-29 14:05:00,0.09142757629848859,0.2568679524576742,0.21686795245767418,0.2368679524576742,2.372019047619217,close,354,SPY,4h swing high,-1,2025,2025-10-29,2.809523809523982,2.372019047619217,True
964494,2025-11-05 19:43:00,0.03233867411436532,-0.03233867411436532,-0.07233867411436531,-0.052338674114365324,-2.2369090909089375,stop,19,SPY,4h swing high,-1,2025,2025-11-05,-1.0,-2.2369090909089375,False
965370,2025-11-10 14:49:00,0.0913672669397867,-0.0913672669397867,-0.1313672669397867,-0.1113672669397867,-1.4377935483870936,stop,40,SPY,4h swing high,-1,2025,2025-11-10,-1.0,-1.4377935483870936,False
967186,2025-11-14 19:05:00,0.13677246710771915,-0.13677246710771915,-0.17677246710771916,-0.15677246710771914,-1.2924565217391073,stop,15,SPY,4h swing high,-1,2025,2025-11-14,-1.0,-1.2924565217391073,False
968134,2025-11-19 15:23:00,0.17930014099021102,0.5247501447131029,0.4847501447131029,0.5047501447131029,2.703568117883232,close,336,SPY,4h swing high,-1,2025,2025-11-19,2.9266577361015678,2.703568117883232,True
971231,2025-12-02 15:11:00,0.09961910342806181,-0.09961910342806181,-0.1396191034280618,-0.11961910342806181,-1.4015294117647354,stop,37,SPY,4h swing high,-1,2025,2025-12-02,-1.0,-1.4015294117647354,False
971289,2025-12-02 16:09:00,0.16698892599755377,0.17577781683950489,0.13577781683950488,0.1557778168395049,0.8130947368419741,close,290,SPY,4h swing high,-1,2025,2025-12-02,1.0526315789472163,0.8130947368419741,True
972511,2025-12-05 17:01:00,0.12686469224375585,-0.12686469224375585,-0.16686469224375586,-0.14686469224375584,-1.3152965517241364,stop,64,SPY,4h swing high,-1,2025,2025-12-05,-1.0,-1.3152965517241364,False
972511,2025-12-05 17:01:00,0.12686469224375585,-0.12686469224375585,-0.16686469224375586,-0.14686469224375584,-1.3152965517241364,stop,64,SPY,4h swing high,-1,2025,2025-12-05,-1.0,-1.3152965517241364,False
972699,2025-12-05 20:09:00,0.06488251889975816,0.02988969971787636,-0.01011030028212364,0.00988969971787636,-0.15582471910105397,close,50,SPY,4h swing high,-1,2025,2025-12-05,0.4606741573035287,-0.15582471910105397,True
973302,2025-12-09 17:12:00,0.035042635206168835,0.26720009344703316,0.22720009344703315,0.24720009344703317,6.4835333333332565,close,227,SPY,4h swing high,-1,2025,2025-12-09,7.62499999999988,6.4835333333332565,True
973811,2025-12-10 19:11:00,0.1372663551401949,-0.1372663551401949,-0.1772663551401949,-0.15726635514019488,-1.291404255319132,stop,23,SPY,4h swing high,-1,2025,2025-12-10,-1.0,-1.291404255319132,False
974244,2025-12-11 19:54:00,0.05806779414966644,-0.04282499818537549,-0.08282499818537549,-0.06282499818537549,-1.4263499999999787,close,65,SPY,4h swing high,-1,2025,2025-12-11,-0.7374999999999395,-1.4263499999999787,True
979997,2026-01-05 18:49:00,0.025413883241352672,0.12634330525704393,0.08634330525704392,0.10634330525704393,3.3974857142866233,close,130,SPY,4h swing high,-1,2026,2026-01-05,4.97142857142989,3.3974857142866233,True
980176,2026-01-06 15:18:00,0.03620879439198192,-0.03620879439198192,-0.07620879439198192,-0.056208794391981926,-2.104704,stop,7,SPY,4h swing high,-1,2026,2026-01-06,-1.0,-2.104704,False
980261,2026-01-06 16:43:00,0.10599680557570851,-0.10599680557570851,-0.14599680557570852,-0.1259968055757085,-1.377369863013748,stop,7,SPY,4h swing high,-1,2026,2026-01-06,-1.0,-1.377369863013748,False
980537,2026-01-07 14:49:00,0.05774588921450825,-0.05774588921450825,-0.09774588921450825,-0.07774588921450826,-1.6926900000000393,stop,114,SPY,4h swing high,-1,2026,2026-01-07,-1.0,-1.6926900000000393,False
980716,2026-01-07 17:48:00,0.0627384240396255,0.5430118770326869,0.5030118770326869,0.5230118770326869,8.017604597702125,close,191,SPY,4h swing high,-1,2026,2026-01-07,8.65517241379416,8.017604597702125,True
981116,2026-01-08 17:58:00,0.06882661488973582,0.10142869562696437,0.06142869562696437,0.08142869562696436,0.89251368421034,close,181,SPY,4h swing high,-1,2026,2026-01-08,1.4736842105261017,0.89251368421034,True
981952,2026-01-12 18:54:00,0.03308590828011079,-0.03308590828011079,-0.0730859082801108,-0.0530859082801108,-2.208973913043383,stop,24,SPY,4h swing high,-1,2026,2026-01-12,-1.0,-2.208973913043383,False
983079,2026-01-15 18:11:00,0.0331140129864383,-0.0331140129864383,-0.0731140129864383,-0.053114012986438294,-2.2079478260874583,stop,10,SPY,4h swing high,-1,2026,2026-01-15,-1.0,-2.2079478260874583,False
984158,2026-01-21 16:40:00,0.015530954042017998,-0.015530954042017998,-0.055530954042018,-0.035530954042018,-3.5755017941449427,stop,1,SPY,4h swing high,-1,2026,2026-01-21,-1.0,-3.5755017941449427,False
984611,2026-01-22 17:43:00,0.03402419337324738,-0.03402419337324738,-0.07402419337324738,-0.054024193373247376,-2.1756340425531233,stop,7,SPY,4h swing high,-1,2026,2026-01-22,-1.0,-2.1756340425531233,False
984653,2026-01-22 18:25:00,0.014480791230419659,-0.014480791230419659,-0.054480791230419656,-0.03448079123041966,-3.7622800000025123,stop,7,SPY,4h swing high,-1,2026,2026-01-22,-1.0,-3.7622800000025123,False
984718,2026-01-22 19:30:00,0.052128583840140984,0.24181870836954425,0.20181870836954424,0.22181870836954426,3.8715555555556103,close,89,SPY,4h swing high,-1,2026,2026-01-22,4.638888888888915,3.8715555555556103,True
984905,2026-01-23 16:07:00,0.09996088487114528,0.15718486968867781,0.1171848696886778,0.13718486968867782,1.1723072463767716,close,292,SPY,4h swing high,-1,2026,2026-01-23,1.5724637681158704,1.1723072463767716,True
984941,2026-01-23 16:43:00,0.0412852010661676,-0.0412852010661676,-0.0812852010661676,-0.0612852010661676,-1.9688701754387048,stop,6,SPY,4h swing high,-1,2026,2026-01-23,-1.0,-1.9688701754387048,False
987985,2026-02-04 15:27:00,0.1710963214290985,0.5147389331129315,0.4747389331129315,0.4947389331129315,2.7746881355930326,close,332,SPY,4h swing high,-1,2026,2026-02-04,3.0084745762709857,2.7746881355930326,True
989518,2026-02-10 15:00:00,0.03234617596320051,-0.03234617596320051,-0.0723461759632005,-0.052346175963200514,-2.236622222222097,stop,4,SPY,4h swing high,-1,2026,2026-02-10,-1.0,-2.236622222222097,False
989898,2026-02-11 14:50:00,0.194236220019283,0.44890148626678056,0.4089014862667806,0.42890148626678054,2.1051762962962646,close,369,SPY,4h swing high,-1,2026,2026-02-11,2.311111111111076,2.1051762962962646,True
990058,2026-02-11 17:30:00,0.04904011192684829,-0.04904011192684829,-0.0890401119268483,-0.0690401119268483,-1.8156588235293354,stop,13,SPY,4h swing high,-1,2026,2026-02-11,-1.0,-1.8156588235293354,False
990178,2026-02-11 19:30:00,0.051918833556874724,-0.051918833556874724,-0.09191883355687472,-0.07191883355687473,-1.770433333333304,stop,5,SPY,4h swing high,-1,2026,2026-02-11,-1.0,-1.770433333333304,False
991165,2026-02-17 16:27:00,0.10402473151363845,-0.10402473151363845,-0.14402473151363845,-0.12402473151363845,-1.384523943661952,stop,132,SPY,4h swing high,-1,2026,2026-02-17,-1.0,-1.384523943661952,False
991723,2026-02-18 19:15:00,0.024040738123505812,-0.024040738123505812,-0.06404073812350582,-0.04404073812350581,-2.6638424242427914,stop,1,SPY,4h swing high,-1,2026,2026-02-18,-1.0,-2.6638424242427914,False
992253,2026-02-20 15:05:00,0.2480484424016826,-0.2480484424016826,-0.2880484424016826,-0.26804844240168263,-1.1612588235294181,stop,3,SPY,4h swing high,-1,2026,2026-02-20,-1.0,-1.1612588235294181,False
992367,2026-02-20 16:59:00,0.08423253990152449,-0.08423253990152449,-0.1242325399015245,-0.10423253990152449,-1.4748758620690252,stop,106,SPY,4h swing high,-1,2026,2026-02-20,-1.0,-1.4748758620690252,False
992430,2026-02-20 18:02:00,0.06838153989406878,-0.06838153989406878,-0.10838153989406879,-0.08838153989406879,-1.5849531914894694,stop,5,SPY,4h swing high,-1,2026,2026-02-20,-1.0,-1.5849531914894694,False
994709,2026-03-02 17:01:00,0.07091113151718893,-0.07091113151718893,-0.11091113151718893,-0.09091113151718894,-1.564086330935277,stop,5,SPY,4h swing high,-1,2026,2026-03-02,-1.0,-1.564086330935277,False
994798,2026-03-02 18:30:00,0.03787106359425393,-0.03787106359425393,-0.07787106359425393,-0.057871063594253924,-2.0562153846154216,stop,3,SPY,4h swing high,-1,2026,2026-03-02,-1.0,-2.0562153846154216,False
994867,2026-03-02 19:39:00,0.053759535052670476,0.27315655648383513,0.23315655648383513,0.2531565564838351,4.337027027026961,close,80,SPY,4h swing high,-1,2026,2026-03-02,5.081081081081006,4.337027027026961,True
