sig_i,sig_t,stop_pct,gross_pct,net_pct,net_low_pct,net_R,reason,bars_held,sym,level,dirn,y,day,R,netR_pt,win
168036,2017-09-19 14:25:00,0.020006402048648748,-0.020006402048648748,-0.06000640204864875,-0.04000640204864875,-2.999360000000682,stop,2,SPY,last session low,1,2017,2017-09-19,-1.0,-2.999360000000682,False
168088,2017-09-19 15:17:00,0.04204288374142353,0.08608780956575843,0.04608780956575843,0.06608780956575842,1.096209523809366,close,282,SPY,last session low,1,2017,2017-09-19,2.047619047618725,1.096209523809366,True
168466,2017-09-20 15:05:00,0.060031216232443146,-0.060031216232443146,-0.10003121623244315,-0.08003121623244315,-1.666319999999975,stop,176,SPY,last session low,1,2017,2017-09-20,-1.0,-1.666319999999975,False
168731,2017-09-20 19:30:00,0.052047884053338614,0.1281178684389611,0.0881178684389611,0.10811786843896111,1.6930153846150213,close,29,SPY,last session low,1,2017,2017-09-20,2.461538461537957,1.6930153846150213,True
168913,2017-09-21 16:02:00,0.046046046046049685,-0.046046046046049685,-0.08604604604604968,-0.06604604604604969,-1.8686956521738443,stop,39,SPY,last session low,1,2017,2017-09-21,-1.0,-1.8686956521738443,False
169383,2017-09-22 17:22:00,0.026092890690869956,0.12444301714101154,0.08444301714101154,0.10444301714101153,3.23624615384445,close,157,SPY,last session low,1,2017,2017-09-22,4.769230769228448,3.23624615384445,True
170052,2017-09-26 15:31:00,0.03389906753466077,0.030364567602134417,-0.009635432397865584,0.010364567602134417,-0.284238862559085,close,268,SPY,last session low,1,2017,2017-09-26,0.8957345971563249,-0.284238862559085,True
170124,2017-09-26 16:43:00,0.0481714905062039,-0.0481714905062039,-0.0881714905062039,-0.0681714905062039,-1.8303666666666352,stop,193,SPY,last session low,1,2017,2017-09-26,-1.0,-1.8303666666666352,False
170408,2017-09-27 14:57:00,0.0843102617632921,0.3773887907499589,0.3373887907499589,0.3573887907499589,4.001752380952219,close,302,SPY,last session low,1,2017,2017-09-27,4.476190476190296,4.001752380952219,True
171127,2017-09-29 13:56:00,0.027965322999477918,0.35555910670767704,0.31555910670767706,0.335559106707677,11.283942857143764,close,363,SPY,last session low,1,2017,2017-09-29,12.71428571428676,11.283942857143764,True
171840,2017-10-02 19:19:00,0.034194652464113844,0.08084536162630128,0.04084536162630128,0.060845361626301275,1.1944955916474698,close,40,SPY,last session low,1,2017,2017-10-02,2.3642691415315835,1.1944955916474698,True
171902,2017-10-03 13:51:00,0.06734273490729975,-0.06734273490729975,-0.10734273490729976,-0.08734273490729975,-1.593976470588279,stop,24,SPY,last session low,1,2017,2017-10-03,-1.0,-1.593976470588279,False
172011,2017-10-03 15:40:00,0.0039613373474849094,-0.0039613373474849094,-0.04396133734748491,-0.023961337347484908,-11.097600000009184,stop,1,SPY,last session low,1,2017,2017-10-03,-1.0,-11.097600000009184,False
172298,2017-10-04 13:57:00,0.06299481796396889,0.17442283767912997,0.13442283767912996,0.15442283767912998,2.133871356783914,close,362,SPY,last session low,1,2017,2017-10-04,2.768844221105528,2.133871356783914,True
173887,2017-10-10 14:26:00,0.01966181675187234,-0.01966181675187234,-0.05966181675187234,-0.039661816751872345,-3.034399999999538,stop,1,SPY,last session low,1,2017,2017-10-10,-1.0,-3.034399999999538,False
173986,2017-10-10 16:05:00,0.031470044451442705,-0.031470044451442705,-0.0714700444514427,-0.05147004445144271,-2.2710499999998013,stop,1,SPY,last session low,1,2017,2017-10-10,-1.0,-2.2710499999998013,False
174636,2017-10-12 13:55:00,0.03535095643976724,-0.03535095643976724,-0.07535095643976725,-0.05535095643976724,-2.1315111111110685,stop,5,SPY,last session low,1,2017,2017-10-12,-1.0,-2.1315111111110685,False
175449,2017-10-16 14:28:00,0.02351834430856157,-0.02351834430856157,-0.06351834430856157,-0.043518344308561566,-2.7007999999999357,stop,2,SPY,last session low,1,2017,2017-10-16,-1.0,-2.7007999999999357,False
175564,2017-10-16 16:23:00,0.03236531615029677,0.15594197781505004,0.11594197781505003,0.13594197781505005,3.5822909090905606,close,216,SPY,last session low,1,2017,2017-10-16,4.8181818181813165,3.5822909090905606,True
175805,2017-10-17 13:54:00,0.02742409402546256,-0.02742409402546256,-0.06742409402546257,-0.04742409402546256,-2.4585714285715707,stop,33,SPY,last session low,1,2017,2017-10-17,-1.0,-2.4585714285715707,False
175858,2017-10-17 14:47:00,0.04704037632301237,0.14112112896903709,0.10112112896903708,0.12112112896903708,2.149666666666698,close,312,SPY,last session low,1,2017,2017-10-17,2.9999999999999996,2.149666666666698,True
176034,2017-10-17 17:43:00,0.027440757364900595,0.1430839491169992,0.1030839491169992,0.1230839491169992,3.756600000000496,close,136,SPY,last session low,1,2017,2017-10-17,5.214285714286353,3.756600000000496,True
177401,2017-10-23 14:30:00,0.022748173827149224,-0.022748173827149224,-0.06274817382714923,-0.042748173827149225,-2.7583829059834803,stop,2,SPY,last session low,1,2017,2017-10-23,-1.0,-2.7583829059834803,False
178932,2017-10-27 14:01:00,0.21032132424538283,0.3622200584225927,0.3222200584225927,0.3422200584225927,1.5320370370369918,close,358,SPY,last session low,1,2017,2017-10-27,1.7222222222221697,1.5320370370369918,True
179727,2017-10-31 14:16:00,0.05643121229810539,0.062268923915168334,0.022268923915168333,0.04226892391516833,0.3946206896553946,close,343,SPY,last session low,1,2017,2017-10-31,1.10344827586238,0.3946206896553946,True
180304,2017-11-01 17:23:00,0.07773933999299903,0.0932872079916077,0.053287207991607695,0.07328720799160769,0.6854600000000846,close,156,SPY,last session low,1,2017,2017-11-01,1.2000000000001139,0.6854600000000846,True
180517,2017-11-02 14:26:00,0.13791017362336505,0.41560154640261726,0.3756015464026173,0.39560154640261724,2.7235231204072825,close,333,SPY,last session low,1,2017,2017-11-02,3.0135669869985944,2.7235231204072825,True
180552,2017-11-02 15:01:00,0.05057185092974226,-0.05057185092974226,-0.09057185092974226,-0.07057185092974226,-1.790953846153874,stop,24,SPY,last session low,1,2017,2017-11-02,-1.0,-1.790953846153874,False
180585,2017-11-02 15:34:00,0.064231076162471,-0.064231076162471,-0.10423107616247101,-0.08423107616247101,-1.6227515151516525,stop,3,SPY,last session low,1,2017,2017-11-02,-1.0,-1.6227515151516525,False
180873,2017-11-03 13:52:00,0.10482587257832116,0.33777225608572603,0.29777225608572605,0.317772256085726,2.8406370370372453,close,367,SPY,last session low,1,2017,2017-11-03,3.2222222222224564,2.8406370370372453,True
180911,2017-11-03 14:30:00,0.03881987577640634,-0.03881987577640634,-0.07881987577640634,-0.058819875776406336,-2.0303999999997657,stop,2,SPY,last session low,1,2017,2017-11-03,-1.0,-2.0303999999997657,False
182051,2017-11-08 15:00:00,0.061931488291087675,0.3019160054189946,0.2619160054189946,0.2819160054189946,4.229124999999168,close,359,SPY,last session low,1,2017,2017-11-08,4.8749999999990665,4.229124999999168,True
182102,2017-11-08 15:51:00,0.03289600990749624,0.2863887921359221,0.2463887921359221,0.2663887921359221,7.489929411766616,close,308,SPY,last session low,1,2017,2017-11-08,8.70588235294338,7.489929411766616,True
182435,2017-11-09 14:54:00,0.10670909161459675,-0.10670909161459675,-0.14670909161459675,-0.12670909161459676,-1.37485090909094,stop,111,SPY,last session low,1,2017,2017-11-09,-1.0,-1.37485090909094,False
182681,2017-11-09 19:00:00,0.08150275556936908,0.20957851432118432,0.16957851432118431,0.18957851432118433,2.080647619047085,close,119,SPY,last session low,1,2017,2017-11-09,2.5714285714279526,2.080647619047085,True
182732,2017-11-09 19:51:00,0.07178750897343951,0.1920800915775808,0.1520800915775808,0.1720800915775808,2.118475675675674,close,68,SPY,last session low,1,2017,2017-11-09,2.6756756756756674,2.118475675675674,True
183679,2017-11-14 16:08:00,0.06305720743879702,-0.06305720743879702,-0.10305720743879701,-0.08305720743879702,-1.6343446153847485,stop,16,SPY,last session low,1,2017,2017-11-14,-1.0,-1.6343446153847485,False
183913,2017-11-14 20:02:00,0.04267370136166226,-0.04267370136166226,-0.08267370136166226,-0.06267370136166225,-1.9373454545458226,stop,7,SPY,last session low,1,2017,2017-11-14,-1.0,-1.9373454545458226,False
183956,2017-11-14 20:45:00,0.05822981366460951,0.05822981366458744,0.018229813664587438,0.03822981366458744,0.3130666666664438,close,14,SPY,last session low,1,2017,2017-11-14,0.999999999999621,0.3130666666664438,True
184773,2017-11-17 14:52:00,0.0348445545704564,-0.0348445545704564,-0.0748445545704564,-0.054844554570456394,-2.1479555555551495,stop,5,SPY,last session low,1,2017,2017-11-17,-1.0,-2.1479555555551495,False
184804,2017-11-17 15:23:00,0.04189118976399647,-0.04189118976399647,-0.08189118976399648,-0.061891189763996476,-1.954854713493436,stop,4,SPY,last session low,1,2017,2017-11-17,-1.0,-1.954854713493436,False
184863,2017-11-17 16:22:00,0.05422783437271689,-0.05422783437271689,-0.0942278343727169,-0.07422783437271689,-1.737628571428344,stop,14,SPY,last session low,1,2017,2017-11-17,-1.0,-1.737628571428344,False
185978,2017-11-22 15:27:00,0.023090244371753808,-0.023090244371753808,-0.06309024437175381,-0.04309024437175381,-2.732333333333268,stop,3,SPY,last session low,1,2017,2017-11-22,-1.0,-2.732333333333268,False
186156,2017-11-22 18:25:00,0.017328019407387867,0.02888003234563185,-0.011119967654368151,0.008880032345631849,-0.641733333333359,close,154,SPY,last session low,1,2017,2017-11-22,1.6666666666658243,-0.641733333333359,True
186216,2017-11-22 19:25:00,0.013468531737642625,-0.013468531737642625,-0.05346853173764263,-0.03346853173764262,-3.9698857142835924,stop,4,SPY,last session low,1,2017,2017-11-22,-1.0,-3.9698857142835924,False
186264,2017-11-22 20:13:00,0.025013950087547948,-0.025013950087547948,-0.06501395008754796,-0.04501395008754795,-2.5991076923077485,stop,46,SPY,last session low,1,2017,2017-11-22,-1.0,-2.5991076923077485,False
186783,2017-11-27 16:45:00,0.059579865849194794,0.04036055428495251,0.000360554284952512,0.020360554284952512,0.00605161290334434,close,254,SPY,last session low,1,2017,2017-11-27,0.6774193548389464,0.00605161290334434,True
186847,2017-11-27 17:49:00,0.01921598770177224,0.023059185242122318,-0.016940814757877683,0.0030591852421223177,-0.8815999999997541,close,190,SPY,last session low,1,2017,2017-11-27,1.1999999999997726,-0.8815999999997541,True
188314,2017-12-01 16:16:00,0.18971732119142476,-0.18971732119142476,-0.22971732119142477,-0.20971732119142475,-1.2108400000000001,stop,5,SPY,last session low,1,2017,2017-12-01,-1.0,-1.2108400000000001,False
195257,2017-12-28 14:59:00,0.03737060428265851,-0.03737060428265851,-0.07737060428265852,-0.05737060428265851,-2.070360000000365,stop,9,SPY,last session low,1,2017,2017-12-28,-1.0,-2.070360000000365,False
195593,2017-12-28 20:35:00,0.028023240607539607,0.08406972182264007,0.044069721822640066,0.06406972182264006,1.572613333333875,close,24,SPY,last session low,1,2017,2017-12-28,3.000000000000758,1.572613333333875,True
197587,2018-01-08 14:49:00,0.12434626778335656,0.182862158504919,0.14286215850491898,0.162862158504919,1.1489058823528335,close,370,SPY,last session low,1,2018,2018-01-08,1.4705882352939799,1.1489058823528335,True
198377,2018-01-10 14:59:00,0.12802692223279785,0.263369668593177,0.223369668593177,0.24336966859317702,1.744708571428536,close,360,SPY,last session low,1,2018,2018-01-10,2.0571428571428014,1.744708571428536,True
199929,2018-01-17 14:51:00,0.11891034880368409,0.7530988757567137,0.7130988757567137,0.7330988757567137,5.99694545454584,close,368,SPY,last session low,1,2018,2018-01-17,6.333333333333735,5.99694545454584,True
200555,2018-01-18 18:47:00,0.060870810655957855,-0.060870810655957855,-0.10087081065595785,-0.08087081065595786,-1.6571294117648638,stop,8,SPY,last session low,1,2018,2018-01-18,-1.0,-1.6571294117648638,False
202093,2018-01-24 18:25:00,0.07435734013173159,0.26910275476240736,0.22910275476240735,0.24910275476240737,3.081104761904185,close,154,SPY,last session low,1,2018,2018-01-24,3.619047619046949,3.081104761904185,True
202279,2018-01-25 15:01:00,0.13423292945706153,-0.13423292945706153,-0.17423292945706154,-0.15423292945706152,-1.2979894736842141,stop,290,SPY,last session low,1,2018,2018-01-25,-1.0,-1.2979894736842141,False
202466,2018-01-25 18:08:00,0.07053180984623664,-0.07053180984623664,-0.11053180984623664,-0.09053180984623664,-1.5671200000000325,stop,64,SPY,last session low,1,2018,2018-01-25,-1.0,-1.5671200000000325,False
203193,2018-01-29 17:15:00,0.028010223731676387,-0.028010223731676387,-0.0680102237316764,-0.04801022373167639,-2.4280499999992697,stop,2,SPY,last session low,1,2018,2018-01-29,-1.0,-2.4280499999992697,False
204016,2018-01-31 17:58:00,0.05137471655328154,-0.05137471655328154,-0.09137471655328154,-0.07137471655328154,-1.7785931034483735,stop,66,SPY,last session low,1,2018,2018-01-31,-1.0,-1.7785931034483735,False
204219,2018-02-01 14:51:00,0.1492325184764127,-0.1492325184764127,-0.1892325184764127,-0.16923251847641269,-1.2680380952380852,stop,340,SPY,last session low,1,2018,2018-02-01,-1.0,-1.2680380952380852,False
204263,2018-02-01 15:35:00,0.11897996874555318,-0.11897996874555318,-0.15897996874555317,-0.13897996874555318,-1.3361910447761398,stop,226,SPY,last session low,1,2018,2018-02-01,-1.0,-1.3361910447761398,False
204495,2018-02-01 19:27:00,0.08525754884547393,-0.08525754884547393,-0.12525754884547394,-0.10525754884547393,-1.469166666666649,stop,63,SPY,last session low,1,2018,2018-02-01,-1.0,-1.469166666666649,False
204630,2018-02-02 15:12:00,0.24367519529850454,-0.24367519529850454,-0.28367519529850455,-0.2636751952985045,-1.164152941176469,stop,107,SPY,last session low,1,2018,2018-02-02,-1.0,-1.164152941176469,False
204998,2018-02-05 14:50:00,0.12060962684113918,-0.12060962684113918,-0.1606096268411392,-0.14060962684113917,-1.3316484848484438,stop,149,SPY,last session low,1,2018,2018-02-05,-1.0,-1.3316484848484438,False
206622,2018-02-09 15:54:00,0.8035541819586791,-0.8035541819586791,-0.8435541819586792,-0.8235541819586791,-1.0497788461538453,stop,65,SPY,last session low,1,2018,2018-02-09,-1.0,-1.0497788461538453,False
206790,2018-02-09 18:42:00,0.44479433182445344,2.9994095650462524,2.9594095650462524,2.9794095650462524,6.653433628318447,close,137,SPY,last session low,1,2018,2018-02-09,6.743362831858268,6.653433628318447,True
206854,2018-02-09 19:46:00,0.34719543245121287,-0.34719543245121287,-0.38719543245121285,-0.3671954324512129,-1.1152088888888845,stop,14,SPY,last session low,1,2018,2018-02-09,-1.0,-1.1152088888888845,False
206992,2018-02-12 15:34:00,0.4637020144431878,0.8209806157354496,0.7809806157354495,0.8009806157354495,1.6842295081966574,close,325,SPY,last session low,1,2018,2018-02-12,1.7704918032786228,1.6842295081966574,True
207057,2018-02-12 16:39:00,0.21200075714556213,0.42021578648495694,0.38021578648495696,0.4002157864849569,1.7934642857143028,close,260,SPY,last session low,1,2018,2018-02-12,1.9821428571428734,1.7934642857143028,True
207859,2018-02-14 17:01:00,0.13843678676993473,-0.13843678676993473,-0.17843678676993474,-0.15843678676993472,-1.288940540540537,stop,17,SPY,last session low,1,2018,2018-02-14,-1.0,-1.288940540540537,False
207883,2018-02-14 17:25:00,0.22445849388351455,0.8978339755340157,0.8578339755340156,0.8778339755340157,3.8217933333331504,close,214,SPY,last session low,1,2018,2018-02-14,3.9999999999998104,3.8217933333331504,True
208149,2018-02-15 15:21:00,0.18816410861867167,-0.18816410861867167,-0.22816410861867167,-0.20816410861867166,-1.212580392156843,stop,17,SPY,last session low,1,2018,2018-02-15,-1.0,-1.212580392156843,False
208258,2018-02-15 17:10:00,0.05168531029644713,-0.05168531029644713,-0.09168531029644714,-0.07168531029644713,-1.7739142857143615,stop,1,SPY,last session low,1,2018,2018-02-15,-1.0,-1.7739142857143615,False
208733,2018-02-16 18:35:00,0.1314252336448648,-0.1314252336448648,-0.1714252336448648,-0.1514252336448648,-1.3043555555555442,stop,20,SPY,last session low,1,2018,2018-02-16,-1.0,-1.3043555555555442,False
208784,2018-02-16 19:26:00,0.18315018315018314,0.03296703296702381,-0.007032967032976192,0.012967032967023808,-0.03840000000005001,close,93,SPY,last session low,1,2018,2018-02-16,0.17999999999995,-0.03840000000005001,True
209233,2018-02-20 20:25:00,0.0313589492907268,-0.0313589492907268,-0.07135894929072681,-0.051358949290726805,-2.275552941176778,stop,1,SPY,last session low,1,2018,2018-02-20,-1.0,-2.275552941176778,False
210104,2018-02-23 15:26:00,0.06259665660209113,-0.06259665660209113,-0.10259665660209114,-0.08259665660209113,-1.6390117647060363,stop,2,SPY,last session low,1,2018,2018-02-23,-1.0,-1.6390117647060363,False
210506,2018-02-26 15:38:00,0.13061461432407434,0.8235977069878753,0.7835977069878752,0.8035977069878752,5.999311111110832,close,321,SPY,last session low,1,2018,2018-02-26,6.305555555555265,5.999311111110832,True
211313,2018-02-28 16:05:00,0.07645004002620308,-0.07645004002620308,-0.11645004002620307,-0.09645004002620308,-1.5232175154687961,stop,4,SPY,last session low,1,2018,2018-02-28,-1.0,-1.5232175154687961,False
211800,2018-03-01 17:42:00,0.2550831792975962,-0.2550831792975962,-0.2950831792975962,-0.27508317929759624,-1.156811594202899,stop,18,SPY,last session low,1,2018,2018-03-01,-1.0,-1.156811594202899,False
212018,2018-03-02 14:50:00,0.28992055423772806,1.3328815090929707,1.2928815090929706,1.3128815090929706,4.459433766233897,close,369,SPY,last session low,1,2018,2018-03-02,4.597402597402732,4.459433766233897,True
212041,2018-03-02 15:13:00,0.16187321186568546,-0.16187321186568546,-0.20187321186568546,-0.18187321186568545,-1.2471069767441822,stop,6,SPY,last session low,1,2018,2018-03-02,-1.0,-1.2471069767441822,False
