name,n_tr,n_va,mean_tr,mean_va,R_tr,R_va,win_tr,stop_tr,lev_at_1pct,thick_x,verdict,extra
[OR15_short_farside] signal before 11:00,842,294,-0.0499048864442161,-0.05337627416428222,-0.138355885415453,-0.17073460417199718,31.59144893111639,0.37753490151948393,2.648761732955679,-1.2476221611054024,reject,partition
[OR15_short_farside] signal after 11:00,277,81,-0.06350297411152307,-0.027838726961720923,-0.25067761435723684,0.015395448701709065,33.57400722021661,0.37405936690275576,2.673372433579427,-1.5875743527880768,reject,partition
[OR15_short_swing] above 200-session avg,811,239,-0.029518765895712645,-0.05864437334673431,-0.2600578677387413,-0.347491506883149,28.606658446362516,0.30595701882962595,3.2684329446838287,-0.7379691473928162,reject,partition
[OR15_short_swing] below 200-session avg,287,133,-0.0855598758383789,-0.06450285680335854,-0.14557941325891463,-0.0370659294587113,33.44947735191638,0.5396001858958521,1.8532239723746302,-2.1389968959594725,reject,partition
[OR15_short_swing] prev session range > median,563,261,-0.021976779108562074,-0.08885913151798601,-0.05700660473270559,-0.3144743879090485,32.859680284191825,0.48664233598562895,2.054897254211625,-0.5494194777140519,reject,partition
[OR15_short_swing] prev session range < median,534,111,-0.0666361282755902,0.0053815147880915655,-0.41107361217610494,-0.05317498665603192,26.779026217228463,0.24067036721587087,4.1550607645146584,-1.665903206889755,reject,partition
[OR15_short_swing] signal before 11:00,821,291,-0.036870932223822345,-0.05730996936559755,-0.17984746260283271,-0.2670496251143864,29.963459196102317,0.3865158149876811,2.587216256679876,-0.9217733055955586,reject,partition
[OR15_short_swing] signal after 11:00,277,81,-0.06579194278440274,-0.07305782838675674,-0.3791821499801519,-0.12677528215796008,29.602888086642597,0.30926682858501825,3.2334537932027114,-1.6447985696100687,reject,partition
[OR30_long_farside] above 200-session avg,855,234,-0.04823452296549259,-0.008291475623284264,-0.11774476085237344,-0.06675281965659458,42.92397660818714,0.3855486907216114,2.593706123416869,-1.2058630741373146,reject,partition
[OR30_long_farside] below 200-session avg,280,132,-0.00018450648008567138,0.028527202858189573,0.016250543183349737,0.10096686675853239,48.92857142857142,0.7313874752471532,1.3672643213668325,-0.004612662002141784,reject,partition
[OR30_long_farside] prev session range > median,591,247,-0.04960023549971174,0.010466100349982984,-0.0897974310702989,0.03445395432798884,43.31641285956007,0.639443026464457,1.5638609830950814,-1.2400058874927935,reject,partition
[OR30_long_farside] prev session range < median,543,119,-0.022325723834155087,-0.006384380714397413,-0.07980230072974946,-0.09077865635739571,45.48802946593002,0.2873082625448094,3.4805821146338847,-0.5581430958538772,reject,partition
[OR30_long_farside] signal before 11:00,742,251,-0.041782765710537066,0.02519837873614051,-0.09149126161459081,0.05844925734476208,43.53099730458221,0.4566067627263792,2.1900683074184957,-1.0445691427634267,reject,partition
