name,n_tr,n_va,mean_tr,mean_va,R_tr,R_va,win_tr,stop_tr,lev_at_1pct,thick_x,verdict,extra
[sweep_or30h_09:30-10:30] below 200-session avg,39,20,-0.06765985951886659,-0.14719263806234922,-0.13342453937919085,-0.09475271623311708,35.8974358974359,0.3132110060498411,3.192735825639762,-1.6914964879716647,reject,partition
[sweep_or30h_09:30-10:30] prev session range > median,75,44,-0.1062101406088482,-0.10262186776665652,-0.35161896492343525,-0.19422046022214715,24.0,0.3197296475878877,3.1276423927034127,-2.655253515221205,reject,partition
[sweep_or30h_09:30-10:30] prev session range < median,79,19,-0.07023223746010786,0.0595697625457329,-0.3967416721393309,0.2592232859805146,21.518987341772153,0.15918459093459084,6.282015075258769,-1.7558059365026963,reject,partition
[sweep_or30h_09:30-10:30] signal before 11:00,154,63,-0.08775394353903984,-0.053706931640697786,-0.37476632771600504,-0.0574675843832492,22.727272727272727,0.23737211852548218,4.212794687985434,-2.193848588475996,reject,partition
[sweep_or30h_09:30-10:30] signal after 11:00,0,0,,,,,,,,,INSUFFICIENT SAMPLE,
[sweep_or30h_09:30-12:00] above 200-session avg,934,269,-0.026804160137603276,-0.07024323564689475,-0.378820864323219,-0.4221843170375797,24.411134903640257,0.1788048760968313,5.59268864378426,-0.6701040034400819,reject,partition
[sweep_or30h_09:30-12:00] below 200-session avg,290,161,-0.03212717158801153,-0.09219679024432488,0.3978862483657816,0.17779494969311932,26.89655172413793,0.3321888846302502,3.01033552375803,-0.8031792897002883,reject,partition
[sweep_or30h_09:30-12:00] prev session range > median,633,296,-0.015076378951850381,-0.0974838181383397,0.09466101432754488,-0.11375335285901282,26.38230647709321,0.29197250517417006,3.4249800316076713,-0.3769094737962595,reject,partition
[sweep_or30h_09:30-12:00] prev session range < median,591,134,-0.041977356095640454,-0.036447040667182434,-0.5048258837921248,-0.3826238950466338,23.519458544839257,0.13285945015560632,7.52675100513204,-1.0494339023910113,reject,partition
[sweep_or30h_09:30-12:00] signal before 11:00,499,168,-0.06798752607512036,-0.08683439299148973,0.07729488193009316,0.1649576201585196,24.649298597194388,0.2444709281329586,4.090465920169197,-1.699688151878009,reject,partition
[sweep_or30h_09:30-12:00] signal after 11:00,725,262,-0.0005878480242203234,-0.07309517402969741,-0.3820714777033467,-0.4299827273631604,25.24137931034483,0.19496212093636778,5.12920148384302,-0.014696200605508086,reject,partition
[sweep_or30h_all session] above 200-session avg,3601,965,-0.0229845720411681,-0.043223860499923814,-0.9628736438383815,-0.21102067333699837,25.659539016939735,0.1412083662017369,7.081733376699176,-0.5746143010292024,reject,partition
[sweep_or30h_all session] below 200-session avg,1137,570,-0.06193858798479433,-0.06791965468196189,-0.4516117539245221,-0.6328449114153897,22.51539138082674,0.27305462516365675,3.6622708712611796,-1.5484646996198583,reject,partition
[sweep_or30h_all session] prev session range > median,2521,1062,-0.018666360329124193,-0.0679943354477547,-0.3178474528018752,-0.5730887372564095,27.171757239190796,0.23428262947449854,4.268348883752174,-0.4666590082281048,reject,partition
[sweep_or30h_all session] prev session range < median,2217,473,-0.04787267662121578,-0.017368381195833556,-1.4341439454942106,0.09358073930091215,22.32746955345061,0.10298959251164713,9.709718968806577,-1.1968169155303945,reject,partition
[sweep_or30h_all session] signal before 11:00,499,168,-0.06798752607512036,-0.08683439299148973,0.07729488193009316,0.1649576201585196,24.649298597194388,0.2444709281329586,4.090465920169197,-1.699688151878009,reject,partition
[sweep_or30h_all session] signal after 11:00,4239,1367,-0.028135372245216422,-0.048161704848993764,-0.9481860584471125,-0.4331158957305097,24.93512620901156,0.1644169479512116,6.082098058995329,-0.7033843061304106,reject,partition
